user_id,signup_date,city,device,acquisition_channel,user_type
U03810,2023-10-10,Kolkata,iOS,Organic,Returning
U03811,2023-03-11,Delhi,iOS,Referral,Returning
U03812,2024-10-08,Mumbai,iOS,Organic,New
U03813,2024-07-09,Delhi,Android,Referral,Returning
U03814,2024-09-17,Hyderabad,Android,Organic,New
U03815,2024-10-30,Bengaluru,iOS,Paid Social,New
U03816,2024-12-27,Bengaluru,Android,Organic,New
U03817,2024-09-04,Hyderabad,Android,Paid Search,New
U03818,2024-09-19,Hyderabad,Android,Organic,New
U03819,2023-04-13,Delhi,Android,Organic,Returning
U03820,2023-08-05,Delhi,Android,Referral,Returning
U03821,2024-05-08,Kolkata,Android,Paid Social,Returning
U03822,2024-06-02,Bengaluru,Android,Organic,Returning
U03823,2024-10-30,Bengaluru,Android,Paid Social,New
U03824,2024-11-28,Delhi,iOS,Organic,New
U03825,2023-06-12,Delhi,Android,Referral,Returning
U03826,2024-10-26,Mumbai,iOS,Organic,New
U03827,2024-09-13,Hyderabad,Android,Organic,New
U03828,2024-11-25,Mumbai,Android,Organic,New
U03829,2024-06-11,Mumbai,Android,Organic,Returning
U03830,2023-06-21,Delhi,Android,Referral,Returning
U03831,2024-12-11,Hyderabad,Android,Organic,New
U03832,2024-01-29,Bengaluru,Android,Organic,Returning
U03833,2024-09-28,Delhi,Android,Paid Social,New
U03834,2024-09-28,Hyderabad,Android,Organic,New
U03835,2024-10-03,Delhi,Android,Organic,New
U03836,2024-10-20,Bengaluru,iOS,Paid Social,New
U03837,2023-07-02,Delhi,Android,Organic,Returning
U03838,2024-11-28,Hyderabad,Android,Paid Social,New
U03839,2023-03-11,Bengaluru,Android,Paid Search,Returning
U03840,2024-11-02,Hyderabad,iOS,Organic,New
U03841,2024-04-17,Hyderabad,Android,Paid Search,Returning
U03842,2024-09-01,Mumbai,Android,Organic,Returning
U03843,2024-04-13,Bengaluru,iOS,Paid Search,Returning
U03844,2023-06-26,Hyderabad,Android,Paid Search,Returning
U03845,2024-04-03,Bengaluru,iOS,Paid Social,Returning
U03846,2024-11-22,Kolkata,Android,Paid Search,New
U03847,2024-05-19,Hyderabad,iOS,Paid Social,Returning
U03848,2023-02-18,Bengaluru,Android,Organic,Returning
U03849,2024-09-04,Hyderabad,Android,Referral,New
U03850,2024-11-22,Mumbai,Android,Organic,New
U03851,2024-11-18,Delhi,Android,Paid Social,New
U03852,2024-09-20,Delhi,Android,Paid Search,New
U03853,2024-10-24,Mumbai,Android,Organic,New
U03854,2024-12-11,Hyderabad,Android,Organic,New
U03855,2023-12-25,Kolkata,iOS,Referral,Returning
U03856,2024-09-28,Delhi,Android,Paid Social,New
U03857,2024-07-12,Mumbai,iOS,Paid Social,Returning
U03858,2024-10-20,Hyderabad,Android,Organic,New
U03859,2023-02-01,Mumbai,Android,Paid Search,Returning
U03860,2024-12-18,Mumbai,Android,Organic,New
U03861,2024-09-07,Delhi,iOS,Paid Search,New
U03862,2024-12-25,Hyderabad,iOS,Organic,New
U03863,2024-08-24,Delhi,Android,Paid Social,Returning
U03864,2024-11-27,Bengaluru,Android,Paid Social,New
U03865,2024-03-15,Mumbai,iOS,Organic,Returning
U03866,2024-10-15,Delhi,Android,Paid Search,New
U03867,2024-09-30,Bengaluru,Android,Organic,Returning
U03868,2024-11-19,Bengaluru,Android,Organic,New
U03869,2024-04-22,Hyderabad,Android,Organic,Returning
U03870,2024-11-30,Kolkata,iOS,Organic,New
U03871,2024-09-18,Delhi,iOS,Organic,New
U03872,2024-10-24,Bengaluru,iOS,Paid Social,New
U03873,2024-10-10,Hyderabad,Android,Paid Social,New
U03874,2024-09-09,Delhi,Android,Paid Search,New
U03875,2023-02-13,Kolkata,Android,Referral,Returning
U03876,2024-12-18,Mumbai,Android,Referral,New
U03877,2024-09-28,Bengaluru,Android,Organic,New
U03878,2023-03-14,Mumbai,iOS,Paid Search,Returning
U03879,2024-12-09,Delhi,Android,Referral,New
U03880,2024-09-14,Hyderabad,Android,Organic,New
U03881,2024-06-16,Bengaluru,Android,Organic,Returning
U03882,2024-09-25,Hyderabad,Android,Referral,Returning
U03883,2023-02-01,Hyderabad,Android,Paid Social,Returning
U03884,2024-09-08,Kolkata,Android,Paid Social,New
U03885,2024-08-18,Kolkata,Android,Referral,Returning
U03886,2024-10-22,Bengaluru,Android,Organic,New
U03887,2023-01-27,Mumbai,iOS,Paid Social,Returning
U03888,2024-05-21,Hyderabad,Android,Paid Social,Returning
U03889,2024-01-20,Delhi,iOS,Organic,Returning
U03890,2024-09-29,Bengaluru,Android,Organic,New
U03891,2024-11-17,Delhi,Android,Organic,New
U03892,2023-05-17,Bengaluru,Android,Paid Social,Returning
U03893,2024-11-09,Kolkata,iOS,Paid Social,New
U03894,2024-10-26,Delhi,Android,Referral,New
U03895,2023-10-12,Hyderabad,Android,Organic,Returning
U03896,2024-09-27,Kolkata,iOS,Paid Search,Returning
U03897,2024-09-13,Delhi,iOS,Organic,New
U03898,2024-12-18,Hyderabad,Android,Referral,New
U03899,2024-12-03,Bengaluru,iOS,Paid Search,New
U03900,2024-11-08,Bengaluru,Android,Paid Social,New
U03901,2024-12-12,Bengaluru,Android,Organic,New
U03902,2023-11-01,Delhi,Android,Organic,Returning
U03903,2024-03-02,Delhi,iOS,Organic,Returning
U03904,2024-12-28,Delhi,Android,Paid Social,New
U03905,2024-11-20,Bengaluru,iOS,Organic,New
U03906,2024-09-16,Bengaluru,Android,Paid Social,Returning
U03907,2024-09-18,Mumbai,Android,Organic,Returning
U03908,2023-05-04,Bengaluru,Android,Paid Search,Returning
U03909,2024-09-29,Hyderabad,iOS,Organic,New
U03910,2023-03-04,Kolkata,iOS,Organic,Returning
U03911,2024-09-10,Hyderabad,iOS,Paid Search,New
U03912,2024-11-01,Mumbai,iOS,Organic,New
U03913,2024-01-16,Mumbai,Android,Paid Search,Returning
U03914,2024-12-29,Mumbai,iOS,Paid Search,New
U03915,2024-10-07,Kolkata,Android,Organic,New
U03916,2024-11-12,Kolkata,Android,Paid Search,New
U03917,2024-11-02,Delhi,Android,Paid Search,New
U03918,2024-12-29,Mumbai,Android,Organic,New
U03919,2024-03-10,Hyderabad,Android,Organic,Returning
U03920,2024-09-12,Bengaluru,Android,Organic,New
U03921,2024-09-04,Mumbai,Android,Organic,New
U03922,2024-04-23,Mumbai,iOS,Organic,Returning
U03923,2024-10-07,Hyderabad,iOS,Paid Search,New
U03924,2024-06-03,Delhi,Android,Organic,Returning
U03925,2024-11-18,Delhi,iOS,Referral,New
U03926,2024-03-19,Bengaluru,Android,Paid Social,Returning
U03927,2024-12-06,Mumbai,Android,Organic,New
U03928,2024-08-24,Kolkata,iOS,Paid Search,Returning
U03929,2024-10-13,Kolkata,Android,Organic,New
U03930,2024-01-28,Delhi,iOS,Organic,Returning
U03931,2024-09-12,Bengaluru,Android,Referral,New
U03932,2023-07-04,Hyderabad,Android,Paid Search,Returning
U03933,2024-10-13,Hyderabad,Android,Organic,New
U03934,2024-10-25,Mumbai,iOS,Referral,New
U03935,2024-12-02,Delhi,Android,Referral,New
U03936,2024-10-28,Bengaluru,Android,Paid Search,New
U03937,2024-10-17,Hyderabad,Android,Paid Social,New
U03938,2024-05-20,Mumbai,Android,Paid Social,Returning
U03939,2024-10-12,Delhi,Android,Paid Social,New
U03940,2024-09-26,Kolkata,iOS,Paid Search,New
U03941,2024-11-08,Mumbai,Android,Paid Social,New
U03942,2024-11-13,Kolkata,Android,Paid Search,New
U03943,2024-09-30,Delhi,Android,Organic,New
U03944,2023-10-03,Delhi,Android,Organic,Returning
U03945,2024-11-15,Kolkata,iOS,Organic,New
U03946,2024-06-06,Kolkata,iOS,Organic,Returning
U03947,2024-10-27,Kolkata,Android,Organic,New
U03948,2024-10-19,Hyderabad,Android,Paid Search,New
U03949,2024-03-10,Delhi,Android,Referral,Returning
U03950,2024-12-14,Bengaluru,iOS,Organic,New
U03951,2024-09-16,Delhi,iOS,Organic,New
U03952,2024-08-02,Kolkata,iOS,Paid Social,Returning
U03953,2024-08-25,Delhi,Android,Organic,Returning
U03954,2024-04-27,Hyderabad,Android,Paid Social,Returning
U03955,2024-09-19,Kolkata,iOS,Paid Search,New
U03956,2023-08-12,Kolkata,Android,Paid Search,Returning
U03957,2024-05-06,Kolkata,Android,Organic,Returning
U03958,2024-08-15,Mumbai,iOS,Organic,Returning
U03959,2024-10-21,Mumbai,iOS,Paid Search,New
U03960,2024-10-06,Kolkata,Android,Organic,New
U03961,2024-12-06,Bengaluru,Android,Organic,New
U03962,2024-11-15,Bengaluru,iOS,Organic,New
U03963,2024-06-01,Kolkata,Android,Paid Social,Returning
U03964,2024-09-06,Hyderabad,iOS,Paid Search,New
U03965,2024-09-21,Mumbai,Android,Paid Social,New
U03966,2024-11-26,Bengaluru,iOS,Paid Social,New
U03967,2024-12-04,Mumbai,iOS,Organic,New
U03968,2024-09-10,Kolkata,Android,Referral,New
U03969,2024-10-11,Mumbai,Android,Paid Social,New
U03970,2024-12-09,Delhi,Android,Organic,New
U03971,2023-01-22,Mumbai,iOS,Paid Search,Returning
U03972,2024-11-24,Kolkata,Android,Organic,New
U03973,2024-12-14,Kolkata,Android,Referral,New
U03974,2024-12-13,Delhi,iOS,Organic,New
U03975,2024-11-17,Mumbai,iOS,Organic,New
U03976,2024-12-04,Delhi,iOS,Referral,New
U03977,2024-09-29,Delhi,Android,Paid Search,New
U03978,2024-12-14,Bengaluru,iOS,Organic,New
U03979,2024-12-10,Mumbai,iOS,Paid Search,New
U03980,2023-05-31,Mumbai,Android,Paid Social,Returning
U03981,2024-11-10,Delhi,iOS,Organic,New
U03982,2024-12-08,Delhi,Android,Paid Search,New
U03983,2024-06-11,Bengaluru,iOS,Paid Search,Returning
U03984,2024-12-22,Bengaluru,iOS,Paid Search,New
U03985,2024-11-28,Hyderabad,Android,Referral,New
U03986,2024-12-01,Bengaluru,Android,Paid Search,New
U03987,2024-10-24,Bengaluru,Android,Paid Search,New
U03988,2024-10-12,Kolkata,Android,Paid Social,New
U03989,2023-10-23,Bengaluru,Android,Organic,Returning
U03990,2023-02-07,Kolkata,iOS,Organic,Returning
U03991,2024-09-02,Mumbai,Android,Referral,Returning
U03992,2024-12-14,Hyderabad,Android,Paid Social,New
U03993,2024-11-04,Mumbai,Android,Organic,New
U03994,2024-12-25,Bengaluru,Android,Organic,New
U03995,2024-11-25,Hyderabad,Android,Organic,New
U03996,2024-10-06,Hyderabad,Android,Organic,New
U03997,2024-12-03,Delhi,Android,Organic,New
U03998,2024-10-09,Hyderabad,Android,Paid Search,New
U03999,2024-12-20,Mumbai,iOS,Organic,New
U04000,2024-11-07,Kolkata,Android,Paid Search,New
U04001,2024-08-08,Hyderabad,Android,Referral,Returning
U04002,2024-10-30,Bengaluru,iOS,Referral,New
U04003,2023-07-02,Kolkata,iOS,Paid Social,Returning
U04004,2024-12-04,Kolkata,Android,Paid Search,New
U04005,2024-12-10,Hyderabad,iOS,Paid Search,New
U04006,2024-11-04,Bengaluru,iOS,Paid Search,New
U04007,2024-12-03,Hyderabad,iOS,Organic,New
U04008,2024-10-06,Mumbai,Android,Referral,New
U04009,2024-11-20,Delhi,Android,Paid Social,New
U04010,2024-07-24,Kolkata,Android,Paid Search,Returning
U04011,2024-12-28,Mumbai,iOS,Organic,New
U04012,2024-11-22,Hyderabad,iOS,Organic,New
U04013,2023-02-19,Mumbai,Android,Referral,Returning
U04014,2024-10-12,Delhi,Android,Organic,New
U04015,2024-04-14,Kolkata,Android,Organic,Returning
U04016,2024-11-04,Mumbai,Android,Paid Search,New
U04017,2024-11-19,Mumbai,iOS,Paid Social,New
U04018,2024-10-05,Delhi,Android,Organic,New
U04019,2024-11-18,Bengaluru,Android,Organic,New
U04020,2023-04-11,Hyderabad,Android,Paid Social,Returning
U04021,2024-12-22,Delhi,iOS,Referral,New
U04022,2024-10-03,Kolkata,iOS,Paid Search,New
U04023,2024-10-17,Kolkata,Android,Paid Social,New
U04024,2023-12-07,Hyderabad,Android,Organic,Returning
U04025,2023-10-20,Bengaluru,iOS,Paid Social,Returning
U04026,2023-04-12,Hyderabad,iOS,Paid Search,Returning
U04027,2024-09-23,Bengaluru,Android,Paid Social,Returning
U04028,2024-07-31,Hyderabad,Android,Paid Social,Returning
U04029,2024-11-06,Mumbai,Android,Organic,New
U04030,2023-09-28,Kolkata,Android,Organic,Returning
U04031,2024-11-27,Delhi,Android,Paid Social,New
U04032,2024-11-07,Delhi,iOS,Organic,New
U04033,2024-09-18,Kolkata,Android,Paid Social,Returning
U04034,2024-10-13,Mumbai,iOS,Paid Search,New
U04035,2024-12-13,Kolkata,Android,Organic,New
U04036,2024-10-25,Kolkata,Android,Paid Social,New
U04037,2024-11-24,Mumbai,Android,Paid Search,New
U04038,2023-10-27,Delhi,Android,Referral,Returning
U04039,2024-10-28,Mumbai,iOS,Organic,New
U04040,2023-11-10,Hyderabad,Android,Organic,Returning
U04041,2024-10-21,Kolkata,Android,Organic,New
U04042,2023-08-12,Delhi,iOS,Organic,Returning
U04043,2024-10-23,Hyderabad,Android,Paid Search,New
U04044,2024-05-20,Delhi,Android,Organic,Returning
U04045,2024-11-16,Mumbai,iOS,Organic,New
U04046,2024-12-07,Hyderabad,Android,Referral,New
U04047,2024-10-29,Kolkata,Android,Organic,New
U04048,2024-09-30,Delhi,Android,Organic,New
U04049,2024-10-21,Delhi,Android,Referral,New
U04050,2024-07-23,Bengaluru,Android,Paid Search,Returning
U04051,2024-03-23,Bengaluru,iOS,Organic,Returning
U04052,2023-01-03,Delhi,Android,Referral,Returning
U04053,2024-10-23,Kolkata,iOS,Paid Search,New
U04054,2024-11-29,Delhi,Android,Organic,New
U04055,2024-06-05,Delhi,Android,Organic,Returning
U04056,2023-08-28,Hyderabad,Android,Referral,Returning
U04057,2024-09-16,Bengaluru,Android,Organic,New
U04058,2024-02-29,Bengaluru,Android,Paid Social,Returning
U04059,2024-12-21,Kolkata,iOS,Organic,New
U04060,2023-03-28,Bengaluru,iOS,Organic,Returning
U04061,2024-07-11,Delhi,iOS,Referral,Returning
U04062,2023-03-01,Mumbai,Android,Referral,Returning
U04063,2024-10-29,Bengaluru,iOS,Organic,New
U04064,2023-06-29,Delhi,Android,Organic,Returning
U04065,2024-10-16,Bengaluru,iOS,Paid Social,New
U04066,2023-07-07,Delhi,iOS,Paid Search,Returning
U04067,2024-12-20,Kolkata,Android,Organic,New
U04068,2023-11-23,Delhi,Android,Organic,Returning
U04069,2024-05-21,Delhi,iOS,Referral,Returning
U04070,2024-11-18,Delhi,Android,Organic,New
U04071,2024-12-11,Kolkata,Android,Organic,New
U04072,2023-01-03,Bengaluru,iOS,Organic,Returning
U04073,2024-11-26,Kolkata,Android,Organic,New
U04074,2024-11-04,Delhi,Android,Paid Search,New
U04075,2024-09-26,Kolkata,Android,Organic,New
U04076,2024-11-10,Delhi,iOS,Paid Search,New
U04077,2024-05-07,Bengaluru,Android,Organic,Returning
U04078,2024-02-12,Mumbai,Android,Organic,Returning
U04079,2024-12-21,Bengaluru,Android,Referral,New
U04080,2024-12-29,Hyderabad,iOS,Paid Search,New
U04081,2024-09-04,Mumbai,iOS,Organic,New
U04082,2024-09-10,Hyderabad,Android,Organic,New
U04083,2023-04-10,Bengaluru,iOS,Paid Search,Returning
U04084,2024-12-04,Hyderabad,Android,Paid Social,New
U04085,2024-12-18,Delhi,iOS,Paid Search,New
U04086,2024-08-17,Kolkata,Android,Paid Social,Returning
U04087,2024-09-16,Hyderabad,Android,Organic,New
U04088,2024-05-05,Mumbai,iOS,Referral,Returning
U04089,2024-09-22,Kolkata,Android,Organic,New
U04090,2024-10-31,Mumbai,Android,Organic,New
U04091,2024-10-15,Mumbai,iOS,Paid Search,New
U04092,2023-01-16,Bengaluru,Android,Organic,Returning
U04093,2024-01-21,Mumbai,Android,Paid Search,Returning
U04094,2024-10-28,Delhi,Android,Organic,New
U04095,2024-11-28,Bengaluru,Android,Paid Social,New
U04096,2024-11-02,Hyderabad,Android,Paid Social,New
U04097,2023-11-16,Bengaluru,Android,Paid Search,Returning
U04098,2024-07-23,Mumbai,Android,Organic,Returning
U04099,2023-08-29,Bengaluru,iOS,Organic,Returning
U04100,2023-04-01,Delhi,Android,Paid Social,Returning
U04101,2024-11-30,Hyderabad,Android,Paid Search,New
U04102,2023-10-02,Bengaluru,Android,Paid Search,Returning
U04103,2024-10-25,Mumbai,Android,Organic,New
U04104,2024-10-21,Mumbai,Android,Organic,New
U04105,2024-06-22,Kolkata,Android,Organic,Returning
U04106,2024-09-29,Bengaluru,Android,Paid Social,New
U04107,2023-08-04,Hyderabad,Android,Paid Social,Returning
U04108,2023-05-30,Delhi,Android,Referral,Returning
U04109,2023-10-29,Delhi,Android,Organic,Returning
U04110,2024-09-20,Delhi,iOS,Paid Search,New
U04111,2024-12-04,Delhi,iOS,Paid Social,New
U04112,2024-04-20,Mumbai,iOS,Organic,Returning
U04113,2023-11-29,Bengaluru,Android,Paid Search,Returning
U04114,2024-09-27,Delhi,Android,Paid Social,New
U04115,2023-04-13,Mumbai,Android,Organic,Returning
U04116,2024-10-08,Mumbai,Android,Organic,New
U04117,2024-03-11,Bengaluru,Android,Organic,Returning
U04118,2024-05-27,Delhi,Android,Paid Search,Returning
U04119,2024-09-07,Delhi,Android,Organic,New
U04120,2024-10-01,Mumbai,Android,Organic,New
U04121,2023-01-27,Kolkata,Android,Organic,Returning
U04122,2023-10-28,Mumbai,Android,Paid Social,Returning
U04123,2024-01-27,Mumbai,Android,Referral,Returning
U04124,2025-01-01,Bengaluru,Android,Referral,New
U04125,2024-02-10,Kolkata,Android,Paid Social,Returning
U04126,2024-10-08,Delhi,Android,Organic,New
U04127,2024-09-11,Delhi,Android,Organic,New
U04128,2024-11-01,Bengaluru,Android,Paid Search,New
U04129,2023-01-28,Bengaluru,iOS,Paid Search,Returning
U04130,2023-07-21,Hyderabad,Android,Paid Social,Returning
U04131,2023-01-09,Bengaluru,Android,Organic,Returning
U04132,2024-10-02,Delhi,Android,Referral,Returning
U04133,2024-09-24,Bengaluru,Android,Organic,New
U04134,2024-12-12,Kolkata,Android,Paid Search,New
U04135,2024-09-19,Hyderabad,iOS,Referral,New
U04136,2024-12-30,Kolkata,Android,Paid Search,New
U04137,2024-10-03,Kolkata,Android,Paid Social,New
U04138,2024-06-29,Kolkata,iOS,Paid Social,Returning
U04139,2023-07-30,Delhi,Android,Paid Social,Returning
U04140,2024-02-20,Bengaluru,Android,Paid Social,Returning
U04141,2024-11-22,Delhi,Android,Organic,New
U04142,2024-09-19,Delhi,Android,Organic,New
U04143,2024-11-29,Hyderabad,iOS,Paid Social,New
U04144,2024-10-09,Bengaluru,Android,Paid Search,New
U04145,2024-10-16,Bengaluru,iOS,Paid Search,New
U04146,2024-09-25,Hyderabad,Android,Organic,New
U04147,2024-09-20,Bengaluru,iOS,Organic,New
U04148,2024-07-30,Bengaluru,iOS,Paid Search,Returning
U04149,2024-11-21,Bengaluru,iOS,Referral,New
U04150,2024-11-02,Hyderabad,iOS,Organic,New
U04151,2024-10-21,Bengaluru,Android,Organic,New
U04152,2024-09-07,Bengaluru,Android,Organic,New
U04153,2024-12-12,Bengaluru,Android,Paid Search,New
U04154,2024-12-23,Hyderabad,Android,Organic,New
U04155,2024-01-04,Bengaluru,Android,Paid Social,Returning
U04156,2024-11-12,Bengaluru,Android,Organic,New
U04157,2024-06-20,Kolkata,iOS,Organic,Returning
U04158,2024-11-29,Kolkata,iOS,Organic,New
U04159,2024-12-15,Bengaluru,iOS,Organic,New
U04160,2024-12-18,Delhi,Android,Paid Social,New
U04161,2024-09-16,Bengaluru,iOS,Referral,New
U04162,2024-10-21,Hyderabad,iOS,Paid Social,New
U04163,2024-10-03,Bengaluru,iOS,Referral,Returning
U04164,2024-12-01,Kolkata,iOS,Organic,New
U04165,2023-10-18,Hyderabad,Android,Referral,Returning
U04166,2024-11-07,Mumbai,Android,Paid Search,New
U04167,2024-12-12,Bengaluru,iOS,Paid Social,New
U04168,2024-12-16,Kolkata,Android,Paid Search,New
U04169,2024-09-18,Hyderabad,iOS,Organic,New
U04170,2024-11-16,Hyderabad,iOS,Organic,New
U04171,2023-08-09,Bengaluru,iOS,Organic,Returning
U04172,2024-08-30,Hyderabad,iOS,Organic,Returning
U04173,2023-09-26,Hyderabad,iOS,Paid Search,Returning
U04174,2024-09-16,Kolkata,iOS,Referral,New
U04175,2024-01-09,Mumbai,Android,Organic,Returning
U04176,2024-10-31,Mumbai,Android,Paid Search,New
U04177,2023-01-11,Delhi,Android,Paid Search,Returning
U04178,2024-08-07,Hyderabad,Android,Organic,Returning
U04179,2023-10-17,Kolkata,iOS,Organic,Returning
U04180,2023-10-26,Mumbai,iOS,Organic,Returning
U04181,2024-08-24,Bengaluru,Android,Paid Search,Returning
U04182,2024-12-27,Bengaluru,Android,Organic,New
U04183,2024-08-16,Mumbai,Android,Organic,Returning
U04184,2024-10-10,Kolkata,iOS,Organic,New
U04185,2024-05-24,Bengaluru,Android,Paid Social,Returning
U04186,2024-07-15,Delhi,Android,Paid Social,Returning
U04187,2024-11-15,Kolkata,Android,Organic,New
U04188,2024-11-15,Mumbai,Android,Paid Search,New
U04189,2024-12-14,Bengaluru,Android,Referral,New
U04190,2024-10-28,Delhi,iOS,Organic,New
U04191,2024-10-30,Delhi,iOS,Organic,New
U04192,2023-04-18,Bengaluru,Android,Organic,Returning
U04193,2024-10-02,Mumbai,Android,Organic,New
U04194,2023-12-09,Mumbai,Android,Paid Social,Returning
U04195,2024-11-12,Mumbai,Android,Paid Social,New
U04196,2024-12-08,Mumbai,Android,Paid Search,New
U04197,2024-10-29,Bengaluru,Android,Organic,New
U04198,2024-07-16,Bengaluru,Android,Paid Social,Returning
U04199,2024-11-23,Bengaluru,iOS,Organic,New
U04200,2024-11-06,Bengaluru,Android,Organic,New
U04201,2024-09-13,Hyderabad,iOS,Organic,New
U04202,2023-09-03,Bengaluru,Android,Referral,Returning
U04203,2024-10-20,Mumbai,Android,Paid Social,New
U04204,2023-07-03,Bengaluru,Android,Paid Search,Returning
U04205,2023-01-05,Bengaluru,Android,Paid Social,Returning
U04206,2023-08-10,Bengaluru,Android,Organic,Returning
U04207,2024-12-01,Mumbai,iOS,Organic,New
U04208,2024-11-28,Mumbai,iOS,Paid Social,New
U04209,2024-09-29,Hyderabad,Android,Referral,New
U04210,2024-09-28,Bengaluru,Android,Paid Search,New
U04211,2024-03-28,Mumbai,Android,Organic,Returning
U04212,2024-10-30,Hyderabad,iOS,Referral,New
U04213,2024-10-22,Delhi,Android,Organic,New
U04214,2024-09-18,Bengaluru,Android,Organic,New
U04215,2023-10-16,Bengaluru,iOS,Organic,Returning
U04216,2024-10-26,Bengaluru,iOS,Organic,New
U04217,2024-05-15,Kolkata,Android,Paid Search,Returning
U04218,2024-09-11,Delhi,Android,Paid Search,New
U04219,2024-08-15,Mumbai,Android,Organic,Returning
U04220,2023-01-21,Hyderabad,Android,Organic,Returning
U04221,2024-09-26,Delhi,Android,Paid Search,New
U04222,2024-10-05,Mumbai,iOS,Paid Search,New
U04223,2024-09-15,Bengaluru,Android,Organic,New
U04224,2024-11-21,Mumbai,iOS,Organic,New
U04225,2024-11-29,Bengaluru,Android,Referral,New
U04226,2024-07-17,Bengaluru,iOS,Referral,Returning
U04227,2023-10-09,Delhi,Android,Organic,Returning
U04228,2024-09-10,Hyderabad,Android,Paid Social,New
U04229,2024-11-15,Mumbai,Android,Referral,New
U04230,2024-10-15,Hyderabad,Android,Organic,New
U04231,2024-04-07,Bengaluru,Android,Referral,Returning
U04232,2024-10-04,Kolkata,Android,Paid Search,New
U04233,2023-01-11,Bengaluru,iOS,Paid Search,Returning
U04234,2024-06-02,Hyderabad,iOS,Paid Search,Returning
U04235,2024-10-18,Hyderabad,Android,Organic,New
U04236,2024-12-12,Mumbai,Android,Paid Social,New
U04237,2024-11-08,Delhi,Android,Paid Social,New
U04238,2024-08-26,Hyderabad,Android,Organic,Returning
U04239,2024-12-29,Hyderabad,Android,Paid Search,New
U04240,2023-02-05,Bengaluru,Android,Referral,Returning
U04241,2024-05-13,Hyderabad,Android,Referral,Returning
U04242,2023-01-25,Bengaluru,Android,Paid Search,Returning
U04243,2024-10-16,Mumbai,Android,Organic,New
U04244,2024-10-06,Mumbai,Android,Organic,New
U04245,2023-09-02,Hyderabad,Android,Organic,Returning
U04246,2024-10-10,Delhi,iOS,Paid Social,New
U04247,2023-10-16,Bengaluru,Android,Paid Social,Returning
U04248,2024-12-22,Mumbai,Android,Referral,New
U04249,2024-09-25,Bengaluru,iOS,Organic,New
U04250,2023-02-15,Mumbai,Android,Referral,Returning
U04251,2024-11-17,Delhi,Android,Referral,New
U04252,2024-11-17,Hyderabad,Android,Paid Social,New
U04253,2024-12-11,Bengaluru,Android,Referral,New
U04254,2024-10-18,Bengaluru,Android,Paid Search,New
U04255,2024-09-07,Delhi,iOS,Organic,Returning
U04256,2024-09-16,Bengaluru,Android,Organic,New
U04257,2024-11-06,Bengaluru,Android,Organic,New
U04258,2024-11-10,Delhi,Android,Organic,New
U04259,2024-03-15,Mumbai,Android,Paid Social,Returning
U04260,2024-12-22,Delhi,iOS,Organic,New
U04261,2024-03-16,Mumbai,Android,Organic,Returning
U04262,2023-10-10,Kolkata,iOS,Organic,Returning
U04263,2024-09-06,Mumbai,Android,Paid Social,New
U04264,2024-03-22,Delhi,Android,Referral,Returning
U04265,2024-09-16,Bengaluru,Android,Organic,Returning
U04266,2024-10-17,Bengaluru,Android,Paid Social,New
U04267,2024-09-18,Mumbai,Android,Referral,New
U04268,2023-06-13,Hyderabad,Android,Paid Social,Returning
U04269,2023-04-26,Bengaluru,Android,Paid Social,Returning
U04270,2023-10-29,Bengaluru,Android,Paid Search,Returning
U04271,2023-02-19,Delhi,Android,Referral,Returning
U04272,2024-10-09,Delhi,iOS,Organic,New
U04273,2023-11-22,Kolkata,Android,Paid Social,Returning
U04274,2023-09-05,Bengaluru,Android,Organic,Returning
U04275,2024-10-30,Bengaluru,Android,Organic,New
U04276,2024-11-18,Delhi,Android,Paid Social,New
U04277,2024-11-10,Bengaluru,Android,Paid Social,New
U04278,2023-12-04,Bengaluru,Android,Referral,Returning
U04279,2024-10-13,Delhi,Android,Referral,New
U04280,2023-07-28,Delhi,Android,Paid Social,Returning
U04281,2024-12-14,Bengaluru,Android,Paid Search,New
U04282,2024-11-15,Mumbai,Android,Referral,New
U04283,2024-02-12,Mumbai,iOS,Organic,Returning
U04284,2024-10-29,Bengaluru,Android,Organic,New
U04285,2024-03-02,Kolkata,iOS,Paid Search,Returning
U04286,2024-09-28,Delhi,Android,Paid Search,New
U04287,2023-07-20,Kolkata,Android,Paid Social,Returning
U04288,2024-12-22,Kolkata,iOS,Paid Social,New
U04289,2023-10-20,Delhi,Android,Organic,Returning
U04290,2023-04-10,Bengaluru,iOS,Paid Social,Returning
U04291,2024-12-24,Hyderabad,Android,Paid Search,New
U04292,2024-09-21,Delhi,Android,Referral,New
U04293,2024-09-27,Bengaluru,iOS,Organic,New
U04294,2023-06-03,Mumbai,Android,Paid Search,Returning
U04295,2023-10-28,Mumbai,iOS,Paid Social,Returning
U04296,2024-10-31,Hyderabad,iOS,Paid Search,New
U04297,2024-10-28,Hyderabad,Android,Organic,New
U04298,2023-10-29,Kolkata,Android,Organic,Returning
U04299,2024-10-27,Hyderabad,iOS,Organic,New
U04300,2023-10-16,Mumbai,Android,Paid Search,Returning
U04301,2024-12-04,Mumbai,iOS,Paid Search,New
U04302,2024-05-28,Kolkata,Android,Paid Search,Returning
U04303,2023-11-24,Kolkata,Android,Paid Social,Returning
U04304,2024-09-07,Hyderabad,Android,Organic,New
U04305,2024-12-09,Hyderabad,iOS,Organic,New
