session_id,user_id,session_start,device,city,cart_value,delivery_fee
S005009,U03007,2025-04-23T22:37:00,iOS,Delhi,844.36,39.0
S005010,U03007,2025-06-30T07:00:00,iOS,Delhi,420.68,39.0
S005011,U03007,2025-02-17T13:28:00,iOS,Delhi,1231.0,39.0
S005012,U03008,2025-02-15T19:06:00,Android,Kolkata,643.58,59.0
S005013,U03009,2025-04-28T17:14:00,Android,Bengaluru,418.13,59.0
S005014,U03010,2025-02-03T07:20:00,Android,Delhi,750.75,39.0
S005015,U03010,2025-06-10T10:45:00,Android,Delhi,437.12,19.0
S005016,U03011,2025-06-13T15:27:00,Android,Hyderabad,539.99,19.0
S005017,U03011,2025-01-02T17:46:00,Android,Hyderabad,1169.92,29.0
S005018,U03012,2025-03-20T19:10:00,Android,Mumbai,1520.85,0.0
S005019,U03013,2025-05-09T13:53:00,iOS,Bengaluru,422.08,39.0
S005020,U03013,2025-06-28T16:05:00,iOS,Bengaluru,1546.16,0.0
S005021,U03014,2025-06-17T22:18:00,Android,Bengaluru,613.31,29.0
S005022,U03014,2025-01-30T20:15:00,Android,Bengaluru,670.19,19.0
S005023,U03015,2025-03-14T16:29:00,iOS,Kolkata,1666.78,0.0
S005024,U03015,2025-03-24T12:09:00,iOS,Kolkata,708.48,69.0
S005025,U03015,2025-04-02T11:02:00,iOS,Kolkata,295.39,49.0
S005026,U03016,2025-05-07T18:05:00,Android,Bengaluru,807.93,29.0
S005027,U03017,2025-01-26T17:06:00,iOS,Mumbai,640.75,39.0
S005028,U03017,2025-03-04T13:21:00,iOS,Mumbai,751.08,19.0
S005029,U03018,2025-01-02T20:23:00,Android,Hyderabad,2157.23,0.0
S005030,U03019,2025-01-16T12:58:00,Android,Delhi,1104.93,49.0
S005031,U03020,2025-04-03T15:22:00,Android,Hyderabad,718.56,39.0
S005032,U03021,2025-01-30T22:36:00,Android,Bengaluru,730.15,29.0
S005033,U03022,2025-03-26T18:43:00,Android,Delhi,898.08,0.0
S005034,U03022,2025-02-04T19:46:00,Android,Delhi,1033.88,69.0
S005035,U03023,2025-06-06T13:38:00,Android,Delhi,720.28,19.0
S005036,U03024,2025-05-29T07:45:00,iOS,Kolkata,797.57,49.0
S005037,U03024,2025-02-23T22:31:00,iOS,Kolkata,782.55,49.0
S005038,U03024,2025-01-29T16:41:00,iOS,Kolkata,704.75,59.0
S005039,U03024,2025-06-17T21:55:00,iOS,Kolkata,452.75,39.0
S005040,U03025,2025-04-03T16:55:00,Android,Bengaluru,471.93,49.0
S005041,U03026,2025-05-14T08:09:00,Android,Bengaluru,678.95,0.0
S005042,U03027,2025-03-31T11:26:00,iOS,Kolkata,567.94,39.0
S005043,U03027,2025-05-19T12:39:00,iOS,Kolkata,558.65,19.0
S005044,U03028,2025-06-09T13:26:00,Android,Bengaluru,1526.71,0.0
S005045,U03028,2025-06-30T22:56:00,Android,Bengaluru,640.82,0.0
S005046,U03028,2025-05-24T12:56:00,Android,Bengaluru,808.08,39.0
S005047,U03029,2025-05-11T17:14:00,Android,Kolkata,521.59,19.0
S005048,U03029,2025-05-26T12:35:00,Android,Kolkata,702.26,19.0
S005049,U03030,2025-04-10T21:34:00,iOS,Mumbai,566.54,29.0
S005050,U03031,2025-03-23T12:09:00,iOS,Mumbai,1022.54,0.0
S005051,U03031,2025-05-17T07:26:00,iOS,Mumbai,1107.98,0.0
S005052,U03031,2025-01-24T08:09:00,iOS,Mumbai,1227.99,49.0
S005053,U03032,2025-03-22T14:22:00,Android,Hyderabad,789.21,49.0
S005054,U03033,2025-04-03T14:21:00,Android,Hyderabad,617.45,29.0
S005055,U03033,2025-04-25T19:15:00,Android,Hyderabad,627.61,49.0
S005056,U03034,2025-06-07T14:11:00,Android,Bengaluru,828.18,69.0
S005057,U03035,2025-01-09T07:14:00,Android,Kolkata,815.05,69.0
S005058,U03035,2025-02-07T22:26:00,Android,Kolkata,485.39,39.0
S005059,U03035,2025-04-02T10:25:00,Android,Kolkata,720.14,49.0
S005060,U03036,2025-05-20T20:39:00,iOS,Kolkata,972.98,0.0
S005061,U03037,2025-01-28T16:51:00,iOS,Kolkata,525.23,29.0
S005062,U03038,2025-01-07T14:50:00,Android,Mumbai,479.84,39.0
S005063,U03038,2025-03-11T08:28:00,Android,Mumbai,1005.33,0.0
S005064,U03039,2025-01-19T19:50:00,Android,Mumbai,470.39,29.0
S005065,U03040,2025-02-14T12:23:00,iOS,Mumbai,807.98,29.0
S005066,U03040,2025-06-21T10:16:00,iOS,Mumbai,848.03,49.0
S005067,U03041,2025-03-24T09:51:00,Android,Bengaluru,435.36,59.0
S005068,U03041,2025-02-07T12:29:00,Android,Bengaluru,495.59,0.0
S005069,U03042,2025-05-05T22:54:00,iOS,Mumbai,1102.27,0.0
S005070,U03042,2025-03-01T22:35:00,iOS,Mumbai,912.38,0.0
S005071,U03042,2025-04-29T16:47:00,iOS,Mumbai,517.61,19.0
S005072,U03043,2025-02-13T17:47:00,Android,Mumbai,742.01,29.0
S005073,U03044,2025-02-09T07:27:00,Android,Mumbai,376.57,29.0
S005074,U03045,2025-02-28T15:07:00,Android,Delhi,706.0,39.0
S005075,U03046,2025-02-18T19:16:00,iOS,Delhi,761.5,39.0
S005076,U03046,2025-05-01T20:34:00,iOS,Delhi,800.45,69.0
S005077,U03047,2025-03-28T21:07:00,Android,Mumbai,444.51,39.0
S005078,U03048,2025-01-09T15:04:00,iOS,Delhi,414.64,39.0
S005079,U03049,2025-03-18T12:35:00,Android,Kolkata,785.47,49.0
S005080,U03050,2025-04-05T16:41:00,Android,Hyderabad,429.29,49.0
S005081,U03051,2025-06-06T10:27:00,Android,Bengaluru,867.3,19.0
S005082,U03051,2025-03-06T22:09:00,Android,Bengaluru,645.31,59.0
S005083,U03052,2025-03-07T21:54:00,Android,Bengaluru,961.37,59.0
S005084,U03053,2025-04-11T10:40:00,Android,Hyderabad,584.15,49.0
S005085,U03054,2025-04-29T13:51:00,Android,Delhi,734.43,49.0
S005086,U03054,2025-05-30T20:59:00,Android,Delhi,997.26,0.0
S005087,U03054,2025-01-09T12:59:00,Android,Delhi,989.44,29.0
S005088,U03055,2025-02-12T08:41:00,Android,Hyderabad,848.92,19.0
S005089,U03056,2025-05-03T10:25:00,Android,Bengaluru,369.51,39.0
S005090,U03057,2025-01-11T21:22:00,iOS,Bengaluru,607.35,39.0
S005091,U03057,2025-02-08T17:28:00,iOS,Bengaluru,885.09,49.0
S005092,U03058,2025-06-01T20:37:00,iOS,Delhi,1311.21,0.0
S005093,U03059,2025-01-17T09:17:00,Android,Hyderabad,750.03,59.0
S005094,U03060,2025-01-01T15:52:00,Android,Kolkata,962.43,59.0
S005095,U03061,2025-06-01T10:27:00,iOS,Kolkata,771.89,39.0
S005096,U03061,2025-05-12T08:44:00,iOS,Kolkata,1368.69,0.0
S005097,U03062,2025-04-20T20:51:00,Android,Mumbai,330.63,59.0
S005098,U03063,2025-05-24T09:27:00,iOS,Hyderabad,764.6,19.0
S005099,U03064,2025-05-28T14:24:00,Android,Bengaluru,777.35,59.0
S005100,U03064,2025-01-02T15:15:00,Android,Bengaluru,1146.25,0.0
S005101,U03064,2025-06-09T16:28:00,Android,Bengaluru,1306.52,0.0
S005102,U03064,2025-01-28T22:03:00,Android,Bengaluru,631.4,29.0
S005103,U03064,2025-04-24T13:27:00,Android,Bengaluru,1382.64,49.0
S005104,U03065,2025-03-12T17:11:00,iOS,Mumbai,781.49,69.0
S005105,U03065,2025-02-11T16:57:00,iOS,Mumbai,903.88,0.0
S005106,U03066,2025-06-28T18:49:00,Android,Kolkata,712.4,69.0
S005107,U03067,2025-04-13T16:36:00,Android,Delhi,1241.54,0.0
S005108,U03068,2025-03-24T10:28:00,Android,Kolkata,312.03,39.0
S005109,U03068,2025-02-24T18:05:00,Android,Kolkata,655.84,59.0
S005110,U03069,2025-05-14T15:23:00,Android,Bengaluru,376.71,29.0
S005111,U03069,2025-06-08T08:38:00,Android,Bengaluru,2400.0,0.0
S005112,U03070,2025-01-20T15:37:00,Android,Bengaluru,700.76,39.0
S005113,U03071,2025-03-22T12:23:00,iOS,Mumbai,362.78,0.0
S005114,U03072,2025-06-28T20:44:00,Android,Kolkata,759.29,49.0
S005115,U03073,2025-03-14T13:44:00,Android,Delhi,589.27,69.0
S005116,U03074,2025-01-14T15:58:00,Android,Hyderabad,1053.15,0.0
S005117,U03075,2025-01-14T10:22:00,Android,Bengaluru,1100.12,0.0
S005118,U03075,2025-02-21T07:08:00,Android,Bengaluru,202.98,39.0
S005119,U03075,2025-04-14T12:52:00,Android,Bengaluru,1696.52,0.0
S005120,U03075,2025-02-17T18:40:00,Android,Bengaluru,950.5,0.0
S005121,U03076,2025-05-11T20:05:00,Android,Hyderabad,996.16,0.0
S005122,U03077,2025-02-06T19:56:00,Android,Mumbai,542.72,0.0
S005123,U03078,2025-01-07T16:16:00,iOS,Bengaluru,778.31,29.0
S005124,U03078,2025-06-22T21:12:00,iOS,Bengaluru,872.09,39.0
S005125,U03079,2025-03-19T21:22:00,iOS,Hyderabad,1134.37,0.0
S005126,U03079,2025-01-29T22:14:00,iOS,Hyderabad,615.42,39.0
S005127,U03080,2025-03-10T12:11:00,Android,Hyderabad,535.16,49.0
S005128,U03081,2025-05-30T07:07:00,iOS,Mumbai,647.96,69.0
S005129,U03082,2025-04-27T21:14:00,Android,Bengaluru,1193.31,0.0
S005130,U03083,2025-02-04T15:10:00,Android,Bengaluru,555.99,0.0
S005131,U03084,2025-01-26T15:27:00,iOS,Kolkata,770.83,59.0
S005132,U03085,2025-03-29T09:58:00,iOS,Mumbai,654.45,29.0
S005133,U03086,2025-03-19T08:57:00,Android,Hyderabad,496.34,0.0
S005134,U03087,2025-06-12T18:48:00,Android,Hyderabad,701.26,29.0
S005135,U03088,2025-01-12T09:30:00,Android,Hyderabad,582.22,59.0
S005136,U03088,2025-01-01T08:29:00,Android,Hyderabad,673.43,29.0
S005137,U03089,2025-05-30T20:10:00,Android,Bengaluru,711.65,0.0
S005138,U03090,2025-03-01T14:21:00,Android,Mumbai,1337.51,0.0
S005139,U03090,2025-04-28T10:40:00,Android,Mumbai,441.39,29.0
S005140,U03090,2025-02-22T13:11:00,Android,Mumbai,1015.78,0.0
S005141,U03091,2025-06-21T17:28:00,Android,Mumbai,635.13,19.0
S005142,U03091,2025-01-20T20:12:00,Android,Mumbai,1354.01,0.0
S005143,U03092,2025-06-09T16:34:00,iOS,Bengaluru,1004.51,0.0
S005144,U03092,2025-06-23T16:34:00,iOS,Bengaluru,822.05,49.0
S005145,U03092,2025-06-30T15:16:00,iOS,Bengaluru,965.52,0.0
S005146,U03092,2025-01-21T14:17:00,iOS,Bengaluru,799.76,49.0
S005147,U03093,2025-06-05T14:54:00,Android,Bengaluru,757.09,49.0
S005148,U03093,2025-01-22T17:39:00,Android,Bengaluru,985.61,0.0
S005149,U03093,2025-02-24T10:51:00,Android,Bengaluru,885.53,0.0
S005150,U03094,2025-06-24T21:11:00,Android,Mumbai,1490.44,0.0
S005151,U03095,2025-05-20T08:41:00,iOS,Kolkata,1009.15,0.0
S005152,U03096,2025-01-15T19:32:00,iOS,Mumbai,618.93,29.0
S005153,U03097,2025-02-25T14:31:00,Android,Bengaluru,850.77,29.0
S005154,U03098,2025-03-08T17:59:00,Android,Kolkata,416.54,39.0
S005155,U03099,2025-04-06T17:09:00,iOS,Bengaluru,1664.39,0.0
S005156,U03099,2025-01-20T12:57:00,iOS,Bengaluru,589.2,69.0
S005157,U03100,2025-04-21T11:50:00,iOS,Bengaluru,633.7,29.0
S005158,U03101,2025-04-27T22:24:00,Android,Kolkata,1129.26,0.0
S005159,U03101,2025-03-22T07:47:00,Android,Kolkata,750.98,39.0
S005160,U03102,2025-05-08T12:56:00,Android,Hyderabad,528.5,29.0
S005161,U03103,2025-06-16T19:52:00,iOS,Kolkata,862.36,59.0
S005162,U03103,2025-06-02T07:02:00,iOS,Kolkata,611.24,49.0
S005163,U03103,2025-06-06T07:58:00,iOS,Kolkata,699.18,49.0
S005164,U03104,2025-04-11T15:58:00,iOS,Hyderabad,781.62,39.0
S005165,U03105,2025-05-21T14:14:00,Android,Mumbai,1168.49,49.0
S005166,U03105,2025-04-26T07:21:00,Android,Mumbai,1196.31,0.0
S005167,U03106,2025-02-28T14:16:00,Android,Delhi,653.56,29.0
S005168,U03106,2025-06-19T10:45:00,Android,Delhi,425.03,69.0
S005169,U03106,2025-06-23T12:43:00,Android,Delhi,1033.87,0.0
S005170,U03107,2025-06-11T15:49:00,iOS,Delhi,276.62,39.0
S005171,U03108,2025-06-28T10:43:00,Android,Kolkata,827.34,39.0
S005172,U03108,2025-04-16T14:22:00,Android,Kolkata,408.3,19.0
S005173,U03109,2025-06-06T13:46:00,Android,Kolkata,845.81,49.0
S005174,U03109,2025-06-29T11:05:00,Android,Kolkata,410.27,19.0
S005175,U03110,2025-02-07T12:32:00,Android,Delhi,1113.69,39.0
S005176,U03110,2025-04-02T14:33:00,Android,Delhi,528.26,39.0
S005177,U03111,2025-03-21T19:08:00,Android,Delhi,677.13,39.0
S005178,U03112,2025-04-22T12:31:00,iOS,Delhi,567.28,19.0
S005179,U03113,2025-02-19T10:52:00,Android,Delhi,793.2,29.0
S005180,U03113,2025-04-16T21:25:00,Android,Delhi,542.29,39.0
S005181,U03113,2025-03-01T11:49:00,Android,Delhi,311.5,19.0
S005182,U03114,2025-01-19T20:06:00,iOS,Kolkata,588.71,49.0
S005183,U03114,2025-04-11T10:21:00,iOS,Kolkata,854.51,29.0
S005184,U03114,2025-02-10T20:05:00,iOS,Kolkata,680.89,39.0
S005185,U03115,2025-02-27T22:21:00,Android,Bengaluru,454.82,49.0
S005186,U03115,2025-04-18T13:51:00,Android,Bengaluru,1134.94,0.0
S005187,U03115,2025-03-15T22:36:00,Android,Bengaluru,851.26,19.0
S005188,U03115,2025-06-13T08:31:00,Android,Bengaluru,487.46,69.0
S005189,U03116,2025-06-08T07:25:00,iOS,Delhi,515.95,0.0
S005190,U03116,2025-01-24T08:23:00,iOS,Delhi,1016.89,59.0
S005191,U03117,2025-01-22T20:35:00,Android,Kolkata,635.8,39.0
S005192,U03118,2025-03-19T08:47:00,Android,Mumbai,2233.66,0.0
S005193,U03118,2025-02-24T22:21:00,Android,Mumbai,545.4,39.0
S005194,U03119,2025-05-31T13:03:00,iOS,Delhi,403.25,39.0
S005195,U03119,2025-02-07T10:57:00,iOS,Delhi,725.34,19.0
S005196,U03120,2025-01-12T08:44:00,iOS,Delhi,1101.64,0.0
S005197,U03121,2025-02-14T19:54:00,Android,Bengaluru,520.6,39.0
S005198,U03122,2025-05-07T15:18:00,Android,Bengaluru,1152.72,0.0
S005199,U03123,2025-03-12T17:41:00,Android,Bengaluru,585.51,0.0
S005200,U03124,2025-03-22T16:38:00,iOS,Bengaluru,786.04,39.0
S005201,U03125,2025-04-05T16:20:00,Android,Bengaluru,667.94,49.0
S005202,U03125,2025-06-10T21:44:00,Android,Bengaluru,1060.4,0.0
S005203,U03125,2025-05-18T13:16:00,Android,Bengaluru,712.61,49.0
S005204,U03126,2025-03-31T10:43:00,iOS,Delhi,533.49,29.0
S005205,U03127,2025-01-16T22:31:00,Android,Bengaluru,866.65,49.0
S005206,U03128,2025-03-01T20:31:00,Android,Kolkata,755.6,29.0
S005207,U03129,2025-03-21T07:35:00,Android,Bengaluru,754.2,69.0
S005208,U03129,2025-02-16T13:25:00,Android,Bengaluru,579.87,49.0
S005209,U03130,2025-04-02T07:23:00,Android,Delhi,654.36,69.0
S005210,U03130,2025-03-14T10:35:00,Android,Delhi,888.72,29.0
S005211,U03131,2025-03-26T20:50:00,iOS,Kolkata,1055.49,0.0
S005212,U03132,2025-01-01T15:11:00,Android,Bengaluru,644.92,49.0
S005213,U03132,2025-06-25T12:14:00,Android,Bengaluru,926.34,0.0
S005214,U03132,2025-06-15T11:07:00,Android,Bengaluru,1122.08,39.0
S005215,U03133,2025-06-13T08:12:00,iOS,Mumbai,727.27,39.0
S005216,U03134,2025-03-12T17:21:00,Android,Hyderabad,427.72,39.0
S005217,U03134,2025-03-19T11:16:00,Android,Hyderabad,771.28,59.0
S005218,U03135,2025-02-02T18:37:00,Android,Mumbai,533.71,39.0
S005219,U03136,2025-03-21T21:33:00,iOS,Bengaluru,746.4,0.0
S005220,U03136,2025-03-17T16:46:00,iOS,Bengaluru,585.22,19.0
S005221,U03137,2025-04-09T15:42:00,Android,Hyderabad,1052.98,0.0
S005222,U03137,2025-02-27T16:37:00,Android,Hyderabad,1274.47,0.0
S005223,U03138,2025-03-23T22:47:00,Android,Hyderabad,747.98,29.0
S005224,U03139,2025-02-04T09:50:00,Android,Delhi,382.91,49.0
S005225,U03139,2025-02-11T16:17:00,Android,Delhi,703.39,29.0
S005226,U03140,2025-05-11T13:08:00,Android,Bengaluru,779.28,0.0
S005227,U03141,2025-02-28T10:56:00,iOS,Bengaluru,819.55,39.0
S005228,U03142,2025-01-04T13:07:00,Android,Hyderabad,344.7,0.0
S005229,U03143,2025-03-13T10:59:00,Android,Delhi,817.08,59.0
S005230,U03143,2025-01-15T11:15:00,Android,Delhi,893.46,19.0
S005231,U03144,2025-04-26T12:14:00,Android,Bengaluru,702.03,0.0
S005232,U03145,2025-02-08T16:33:00,Android,Mumbai,862.18,59.0
S005233,U03145,2025-04-12T08:33:00,Android,Mumbai,812.97,29.0
S005234,U03146,2025-04-21T10:14:00,iOS,Kolkata,630.39,39.0
S005235,U03147,2025-01-05T20:46:00,iOS,Bengaluru,628.94,29.0
S005236,U03147,2025-05-07T16:56:00,iOS,Bengaluru,639.13,59.0
S005237,U03147,2025-06-30T09:00:00,iOS,Bengaluru,858.27,19.0
S005238,U03147,2025-05-22T22:02:00,iOS,Bengaluru,1309.99,49.0
S005239,U03147,2025-02-06T07:39:00,iOS,Bengaluru,523.4,49.0
S005240,U03148,2025-04-18T19:54:00,Android,Bengaluru,652.98,49.0
S005241,U03148,2025-05-21T11:22:00,Android,Bengaluru,972.15,0.0
S005242,U03149,2025-01-15T13:21:00,Android,Delhi,1131.03,0.0
S005243,U03150,2025-05-12T07:34:00,Android,Mumbai,517.7,59.0
S005244,U03150,2025-03-15T18:46:00,Android,Mumbai,460.42,29.0
S005245,U03151,2025-02-27T14:29:00,iOS,Delhi,924.8,0.0
S005246,U03152,2025-03-30T12:05:00,Android,Kolkata,573.3,49.0
S005247,U03152,2025-04-29T10:15:00,Android,Kolkata,641.73,49.0
S005248,U03152,2025-04-23T14:10:00,Android,Kolkata,1842.73,69.0
S005249,U03153,2025-06-01T19:46:00,Android,Bengaluru,965.75,0.0
S005250,U03154,2025-01-21T08:51:00,Android,Delhi,395.66,49.0
S005251,U03155,2025-04-09T13:48:00,iOS,Delhi,1020.85,0.0
S005252,U03155,2025-04-27T12:43:00,iOS,Delhi,697.2,29.0
S005253,U03156,2025-05-16T15:20:00,Android,Delhi,546.51,49.0
S005254,U03157,2025-05-31T22:07:00,Android,Mumbai,372.6,59.0
S005255,U03157,2025-05-22T14:30:00,Android,Mumbai,811.34,39.0
S005256,U03158,2025-06-16T10:38:00,iOS,Hyderabad,637.85,29.0
S005257,U03158,2025-01-05T16:20:00,iOS,Hyderabad,424.48,39.0
S005258,U03159,2025-04-19T21:11:00,iOS,Delhi,1240.86,0.0
S005259,U03159,2025-02-13T08:57:00,iOS,Delhi,700.92,49.0
S005260,U03159,2025-01-26T20:48:00,iOS,Delhi,514.65,69.0
S005261,U03159,2025-01-03T09:52:00,iOS,Delhi,1210.12,0.0
S005262,U03160,2025-03-10T18:21:00,Android,Hyderabad,666.77,29.0
S005263,U03161,2025-03-13T21:28:00,iOS,Bengaluru,818.11,29.0
S005264,U03161,2025-01-25T20:09:00,iOS,Bengaluru,590.59,49.0
S005265,U03161,2025-05-21T20:00:00,iOS,Bengaluru,1082.03,0.0
S005266,U03161,2025-03-28T22:43:00,iOS,Bengaluru,1852.36,49.0
S005267,U03162,2025-01-31T09:26:00,Android,Mumbai,499.06,39.0
S005268,U03162,2025-06-05T12:26:00,Android,Mumbai,983.5,0.0
S005269,U03163,2025-03-23T17:53:00,Android,Delhi,906.91,0.0
S005270,U03164,2025-04-07T19:31:00,Android,Mumbai,728.35,39.0
S005271,U03165,2025-06-27T07:09:00,Android,Bengaluru,614.71,39.0
S005272,U03165,2025-02-12T20:53:00,Android,Bengaluru,321.54,29.0
S005273,U03165,2025-01-22T17:11:00,Android,Bengaluru,529.71,19.0
S005274,U03166,2025-01-28T16:28:00,Android,Kolkata,676.72,59.0
S005275,U03167,2025-04-19T15:39:00,Android,Kolkata,590.98,69.0
S005276,U03168,2025-06-18T14:23:00,Android,Hyderabad,452.5,39.0
S005277,U03169,2025-05-16T22:00:00,iOS,Kolkata,1405.86,59.0
S005278,U03170,2025-06-07T12:47:00,Android,Bengaluru,550.28,0.0
S005279,U03170,2025-05-24T13:54:00,Android,Bengaluru,352.72,59.0
S005280,U03170,2025-03-07T18:10:00,Android,Bengaluru,1028.7,0.0
S005281,U03171,2025-01-12T08:40:00,Android,Mumbai,598.51,59.0
S005282,U03171,2025-01-25T09:32:00,Android,Mumbai,606.08,49.0
S005283,U03171,2025-05-23T14:03:00,Android,Mumbai,979.92,49.0
S005284,U03172,2025-02-13T17:13:00,Android,Delhi,644.96,19.0
S005285,U03172,2025-04-18T22:27:00,Android,Delhi,879.15,39.0
S005286,U03172,2025-06-03T18:33:00,Android,Delhi,867.66,29.0
S005287,U03173,2025-03-02T08:57:00,Android,Kolkata,497.93,29.0
S005288,U03173,2025-03-31T10:39:00,Android,Kolkata,726.0,29.0
S005289,U03174,2025-04-18T07:37:00,Android,Bengaluru,1014.03,0.0
S005290,U03175,2025-01-04T16:58:00,Android,Bengaluru,1081.9,0.0
S005291,U03175,2025-06-23T12:00:00,Android,Bengaluru,630.5,49.0
S005292,U03176,2025-06-14T16:27:00,Android,Hyderabad,349.68,0.0
S005293,U03176,2025-04-30T17:26:00,Android,Hyderabad,1272.72,0.0
S005294,U03176,2025-01-17T19:42:00,Android,Hyderabad,341.31,49.0
S005295,U03177,2025-06-30T21:50:00,Android,Bengaluru,958.03,0.0
S005296,U03178,2025-01-31T11:09:00,iOS,Hyderabad,1052.28,29.0
S005297,U03179,2025-02-11T11:32:00,iOS,Delhi,658.26,19.0
S005298,U03180,2025-01-10T09:14:00,Android,Mumbai,699.94,39.0
S005299,U03180,2025-01-22T10:01:00,Android,Mumbai,1109.75,0.0
S005300,U03181,2025-01-16T17:50:00,iOS,Kolkata,1394.13,49.0
S005301,U03181,2025-05-30T12:35:00,iOS,Kolkata,694.77,49.0
S005302,U03182,2025-05-16T10:42:00,Android,Mumbai,538.5,29.0
S005303,U03182,2025-02-03T09:48:00,Android,Mumbai,486.76,39.0
S005304,U03183,2025-02-27T17:11:00,iOS,Bengaluru,378.74,39.0
S005305,U03184,2025-03-30T16:53:00,Android,Bengaluru,752.08,19.0
S005306,U03185,2025-05-02T08:49:00,Android,Bengaluru,603.8,39.0
S005307,U03186,2025-06-09T08:57:00,Android,Bengaluru,938.33,29.0
S005308,U03186,2025-05-13T22:00:00,Android,Bengaluru,607.05,29.0
S005309,U03187,2025-06-21T19:24:00,Android,Mumbai,909.84,0.0
S005310,U03188,2025-01-11T13:20:00,iOS,Delhi,946.21,0.0
S005311,U03189,2025-06-19T19:38:00,Android,Bengaluru,616.0,59.0
S005312,U03190,2025-06-11T14:32:00,Android,Bengaluru,350.01,59.0
S005313,U03191,2025-04-24T09:15:00,Android,Kolkata,906.95,49.0
S005314,U03191,2025-02-18T09:42:00,Android,Kolkata,740.12,39.0
S005315,U03192,2025-03-12T17:30:00,Android,Bengaluru,975.67,29.0
S005316,U03193,2025-06-23T09:02:00,Android,Delhi,411.99,59.0
S005317,U03193,2025-06-08T07:35:00,Android,Delhi,1245.85,69.0
S005318,U03194,2025-02-27T21:50:00,Android,Delhi,643.98,0.0
S005319,U03195,2025-04-17T19:19:00,Android,Bengaluru,955.64,0.0
S005320,U03195,2025-05-11T15:52:00,Android,Bengaluru,445.07,49.0
S005321,U03196,2025-06-12T18:59:00,iOS,Kolkata,727.91,49.0
S005322,U03197,2025-04-02T20:39:00,Android,Bengaluru,2189.53,59.0
S005323,U03197,2025-02-26T14:51:00,Android,Bengaluru,578.86,49.0
S005324,U03198,2025-01-23T18:51:00,Android,Hyderabad,1623.8,0.0
S005325,U03198,2025-02-05T19:39:00,Android,Hyderabad,437.18,49.0
S005326,U03199,2025-03-17T14:56:00,Android,Mumbai,654.86,29.0
S005327,U03199,2025-05-23T18:48:00,Android,Mumbai,868.87,0.0
S005328,U03200,2025-03-31T09:41:00,iOS,Hyderabad,1028.28,0.0
S005329,U03200,2025-06-05T12:57:00,iOS,Hyderabad,498.34,49.0
S005330,U03201,2025-04-22T18:07:00,iOS,Mumbai,492.01,0.0
S005331,U03201,2025-01-05T19:24:00,iOS,Mumbai,1707.55,0.0
S005332,U03201,2025-06-27T15:04:00,iOS,Mumbai,970.49,0.0
S005333,U03202,2025-03-23T22:40:00,Android,Hyderabad,802.86,59.0
S005334,U03203,2025-06-24T18:56:00,Android,Delhi,959.32,0.0
S005335,U03203,2025-05-30T16:18:00,Android,Delhi,643.78,19.0
S005336,U03204,2025-04-15T16:14:00,Android,Mumbai,972.94,19.0
S005337,U03205,2025-02-20T08:19:00,Android,Hyderabad,840.55,49.0
S005338,U03206,2025-05-11T22:59:00,iOS,Mumbai,778.35,0.0
S005339,U03207,2025-02-03T10:51:00,iOS,Mumbai,894.49,39.0
S005340,U03208,2025-05-16T21:51:00,Android,Bengaluru,960.18,0.0
S005341,U03208,2025-04-03T19:26:00,Android,Bengaluru,445.03,19.0
S005342,U03209,2025-06-24T16:26:00,iOS,Bengaluru,661.62,49.0
S005343,U03210,2025-02-24T20:13:00,iOS,Delhi,678.56,29.0
S005344,U03211,2025-04-14T19:19:00,iOS,Bengaluru,951.89,0.0
S005345,U03212,2025-06-14T21:12:00,iOS,Delhi,459.37,39.0
S005346,U03213,2025-04-13T19:39:00,Android,Bengaluru,752.0,59.0
S005347,U03214,2025-03-05T15:04:00,iOS,Mumbai,951.41,0.0
S005348,U03214,2025-02-12T07:07:00,iOS,Mumbai,373.67,19.0
S005349,U03215,2025-04-08T18:10:00,Android,Hyderabad,867.54,59.0
S005350,U03216,2025-01-15T07:10:00,Android,Mumbai,923.02,0.0
S005351,U03216,2025-01-18T08:57:00,Android,Mumbai,545.5,39.0
S005352,U03217,2025-03-01T14:30:00,Android,Hyderabad,730.13,39.0
S005353,U03218,2025-05-13T15:34:00,iOS,Bengaluru,745.78,69.0
S005354,U03219,2025-01-14T12:21:00,Android,Bengaluru,971.28,49.0
S005355,U03220,2025-01-04T15:53:00,Android,Hyderabad,941.68,39.0
S005356,U03221,2025-06-26T13:24:00,iOS,Hyderabad,443.69,49.0
S005357,U03221,2025-06-12T15:49:00,iOS,Hyderabad,1415.64,69.0
S005358,U03222,2025-05-28T14:10:00,Android,Hyderabad,1300.02,0.0
S005359,U03222,2025-02-25T13:11:00,Android,Hyderabad,1072.06,59.0
S005360,U03222,2025-03-13T16:40:00,Android,Hyderabad,893.21,49.0
S005361,U03223,2025-04-01T20:36:00,Android,Mumbai,1293.78,0.0
S005362,U03224,2025-06-09T07:13:00,Android,Hyderabad,632.96,0.0
S005363,U03224,2025-04-01T22:52:00,Android,Hyderabad,1405.08,0.0
S005364,U03225,2025-04-25T20:10:00,Android,Hyderabad,593.4,0.0
S005365,U03226,2025-04-11T14:39:00,Android,Hyderabad,679.17,49.0
S005366,U03226,2025-01-24T12:07:00,Android,Hyderabad,782.64,39.0
S005367,U03226,2025-02-04T08:23:00,Android,Hyderabad,1359.66,0.0
