experiment_session_id,variant,checkout_started,payment_attempt,payment_failed,order_completed,order_value
EXP04477,Treatment,1,1,0,1,583.61
EXP04478,Control,1,1,0,1,833.79
EXP04479,Control,1,1,1,0,0.0
EXP04480,Control,1,1,0,1,659.81
EXP04481,Treatment,1,1,0,1,1178.91
EXP04482,Treatment,1,1,0,1,942.62
EXP04483,Control,1,1,0,1,388.97
EXP04484,Treatment,1,1,0,1,592.67
EXP04485,Control,1,1,0,1,788.79
EXP04486,Control,1,1,0,1,1217.45
EXP04487,Treatment,1,1,0,1,594.05
EXP04488,Treatment,1,1,0,1,988.21
EXP04489,Treatment,1,1,0,1,702.44
EXP04490,Control,1,1,0,1,978.17
EXP04491,Control,0,0,0,0,0.0
EXP04492,Control,1,1,0,1,1134.04
EXP04493,Treatment,1,1,0,1,1151.64
EXP04494,Control,1,1,1,0,0.0
EXP04495,Control,0,0,0,0,0.0
EXP04496,Treatment,1,1,0,1,1180.39
EXP04497,Control,1,1,1,0,0.0
EXP04498,Control,1,1,0,1,1042.23
EXP04499,Treatment,0,0,0,0,0.0
EXP04500,Control,1,1,0,1,461.13
EXP04501,Treatment,1,1,0,1,661.04
EXP04502,Control,1,1,0,1,904.07
EXP04503,Treatment,1,1,0,1,760.12
EXP04504,Treatment,1,1,1,0,0.0
EXP04505,Control,1,1,0,1,788.01
EXP04506,Treatment,1,1,0,1,658.61
EXP04507,Control,1,1,0,1,805.07
EXP04508,Treatment,1,1,0,1,502.22
EXP04509,Treatment,1,1,1,0,0.0
EXP04510,Control,0,0,0,0,0.0
EXP04511,Treatment,1,1,0,1,591.91
EXP04512,Control,1,1,0,1,603.94
EXP04513,Treatment,1,1,1,0,0.0
EXP04514,Treatment,1,1,0,1,1155.82
EXP04515,Treatment,1,1,0,1,682.06
EXP04516,Treatment,1,1,0,1,896.31
EXP04517,Control,1,1,0,1,361.57
EXP04518,Control,1,1,0,1,724.3
EXP04519,Control,1,1,0,1,458.27
EXP04520,Treatment,1,1,0,1,983.33
EXP04521,Treatment,1,1,0,1,562.87
EXP04522,Treatment,1,1,0,1,1231.86
EXP04523,Treatment,1,1,0,1,902.57
EXP04524,Treatment,1,1,0,1,1029.78
EXP04525,Treatment,1,1,0,1,434.53
EXP04526,Treatment,0,0,0,0,0.0
EXP04527,Control,1,1,0,1,1130.46
EXP04528,Treatment,1,1,1,0,0.0
EXP04529,Treatment,1,1,0,1,916.62
EXP04530,Treatment,1,1,0,1,472.88
EXP04531,Control,1,1,0,1,998.6
EXP04532,Treatment,1,1,0,1,421.17
EXP04533,Control,1,1,0,1,740.5
EXP04534,Treatment,1,1,0,1,587.23
EXP04535,Treatment,1,0,0,0,0.0
EXP04536,Control,1,1,0,1,514.59
EXP04537,Treatment,1,1,0,1,645.18
EXP04538,Control,0,0,0,0,0.0
EXP04539,Treatment,1,1,0,1,492.28
EXP04540,Treatment,1,1,0,1,1316.44
EXP04541,Control,1,1,0,1,719.84
EXP04542,Control,1,1,0,1,803.0
EXP04543,Control,0,0,0,0,0.0
EXP04544,Control,1,1,0,1,894.66
EXP04545,Control,0,0,0,0,0.0
EXP04546,Control,1,1,0,1,1060.82
EXP04547,Control,1,1,0,1,673.7
EXP04548,Treatment,1,1,1,0,0.0
EXP04549,Treatment,1,1,1,0,0.0
EXP04550,Treatment,1,1,0,1,474.34
EXP04551,Control,1,1,0,1,421.3
EXP04552,Control,1,1,0,1,665.25
EXP04553,Treatment,1,1,0,1,908.09
EXP04554,Control,1,1,0,1,1011.34
EXP04555,Control,0,0,0,0,0.0
EXP04556,Control,1,1,0,1,493.31
EXP04557,Treatment,1,1,1,0,0.0
EXP04558,Treatment,1,1,0,1,377.7
EXP04559,Control,1,1,0,1,989.62
EXP04560,Treatment,1,1,0,1,724.69
EXP04561,Control,1,1,1,0,0.0
EXP04562,Treatment,1,1,0,1,367.79
EXP04563,Control,0,0,0,0,0.0
EXP04564,Control,1,1,1,0,0.0
EXP04565,Treatment,1,1,0,1,593.61
EXP04566,Control,1,1,1,0,0.0
EXP04567,Control,1,1,0,1,1481.39
EXP04568,Treatment,1,1,0,1,1474.78
EXP04569,Control,1,1,0,1,488.62
EXP04570,Treatment,1,1,0,1,880.53
EXP04571,Treatment,1,1,0,1,804.51
EXP04572,Control,0,0,0,0,0.0
EXP04573,Control,1,1,0,1,1394.79
EXP04574,Treatment,1,1,0,1,615.34
EXP04575,Treatment,1,1,0,1,554.55
EXP04576,Treatment,1,1,0,1,1036.07
EXP04577,Control,1,1,0,1,1241.09
EXP04578,Treatment,0,0,0,0,0.0
EXP04579,Control,1,0,0,0,0.0
EXP04580,Treatment,1,1,0,1,844.01
EXP04581,Treatment,1,1,0,1,573.92
EXP04582,Treatment,1,1,0,1,489.63
EXP04583,Control,1,1,0,1,707.91
EXP04584,Control,1,1,0,1,810.91
EXP04585,Treatment,1,0,0,0,0.0
EXP04586,Control,1,0,0,0,0.0
EXP04587,Treatment,1,1,0,1,583.43
EXP04588,Control,1,1,0,1,473.81
EXP04589,Treatment,0,0,0,0,0.0
EXP04590,Control,0,0,0,0,0.0
EXP04591,Treatment,1,1,0,1,505.37
EXP04592,Treatment,1,1,0,1,517.81
EXP04593,Control,1,1,0,1,1145.67
EXP04594,Treatment,1,1,0,1,699.59
EXP04595,Control,0,0,0,0,0.0
EXP04596,Treatment,1,1,0,1,972.53
EXP04597,Treatment,1,1,0,1,1237.07
EXP04598,Treatment,1,1,0,1,1056.87
EXP04599,Control,0,0,0,0,0.0
EXP04600,Control,1,1,0,1,713.41
EXP04601,Treatment,1,1,0,1,513.45
EXP04602,Control,1,1,0,1,903.89
EXP04603,Control,1,1,0,1,957.56
EXP04604,Treatment,1,1,0,1,488.39
EXP04605,Control,1,1,0,1,667.82
EXP04606,Treatment,1,1,0,1,386.02
EXP04607,Treatment,1,1,0,1,418.0
EXP04608,Treatment,1,0,0,0,0.0
EXP04609,Control,1,1,0,1,1384.01
EXP04610,Treatment,1,1,0,1,928.48
EXP04611,Control,1,1,0,1,989.74
EXP04612,Treatment,0,0,0,0,0.0
EXP04613,Treatment,1,1,0,1,1025.19
EXP04614,Treatment,1,1,0,1,666.29
EXP04615,Treatment,1,1,0,1,739.93
EXP04616,Control,1,1,0,1,693.35
EXP04617,Control,1,1,0,1,701.22
EXP04618,Treatment,1,1,0,1,610.39
EXP04619,Treatment,1,1,0,1,520.59
EXP04620,Treatment,1,1,0,1,406.45
EXP04621,Control,0,0,0,0,0.0
EXP04622,Treatment,1,1,0,1,596.72
EXP04623,Control,1,1,0,1,623.55
EXP04624,Treatment,0,0,0,0,0.0
EXP04625,Treatment,1,1,0,1,1016.06
EXP04626,Control,0,0,0,0,0.0
EXP04627,Treatment,0,0,0,0,0.0
EXP04628,Treatment,1,1,0,1,518.56
EXP04629,Treatment,1,1,0,1,837.12
EXP04630,Control,1,1,1,0,0.0
EXP04631,Treatment,1,1,0,1,768.95
EXP04632,Control,1,1,0,1,683.69
EXP04633,Treatment,1,1,1,0,0.0
EXP04634,Control,1,1,0,1,654.82
EXP04635,Treatment,1,1,0,1,575.69
EXP04636,Treatment,1,1,0,1,685.5
EXP04637,Treatment,1,1,0,1,468.99
EXP04638,Treatment,1,1,1,0,0.0
EXP04639,Control,1,1,0,1,494.94
EXP04640,Control,1,1,0,1,588.3
EXP04641,Treatment,1,1,0,1,638.08
EXP04642,Control,1,1,1,0,0.0
EXP04643,Control,1,1,0,1,887.66
EXP04644,Treatment,1,1,0,1,1153.19
EXP04645,Control,1,1,0,1,609.71
EXP04646,Control,1,0,0,0,0.0
EXP04647,Control,1,1,0,1,527.56
EXP04648,Treatment,1,1,0,1,1340.58
EXP04649,Treatment,0,0,0,0,0.0
EXP04650,Control,1,1,0,1,679.03
EXP04651,Control,1,1,0,1,378.07
EXP04652,Control,1,1,0,1,739.49
EXP04653,Treatment,1,1,0,1,589.55
EXP04654,Treatment,1,1,0,1,763.61
EXP04655,Control,1,1,0,1,1176.42
EXP04656,Treatment,0,0,0,0,0.0
EXP04657,Treatment,0,0,0,0,0.0
EXP04658,Treatment,1,1,0,1,911.38
EXP04659,Treatment,0,0,0,0,0.0
EXP04660,Treatment,0,0,0,0,0.0
EXP04661,Treatment,1,0,0,0,0.0
EXP04662,Control,0,0,0,0,0.0
EXP04663,Control,1,1,0,1,1617.22
EXP04664,Control,1,1,0,1,862.32
EXP04665,Treatment,1,1,0,1,746.45
EXP04666,Treatment,0,0,0,0,0.0
EXP04667,Control,0,0,0,0,0.0
EXP04668,Treatment,1,1,0,1,1003.13
EXP04669,Treatment,0,0,0,0,0.0
EXP04670,Control,1,1,0,1,511.29
EXP04671,Treatment,1,1,0,1,397.29
EXP04672,Treatment,1,1,0,1,560.26
EXP04673,Control,1,1,0,1,454.82
EXP04674,Treatment,1,1,0,1,828.72
EXP04675,Control,1,1,0,1,1002.13
EXP04676,Control,1,1,0,1,858.46
EXP04677,Control,1,1,0,1,542.33
EXP04678,Treatment,0,0,0,0,0.0
EXP04679,Treatment,0,0,0,0,0.0
EXP04680,Control,1,1,1,0,0.0
EXP04681,Treatment,1,1,0,1,847.28
EXP04682,Treatment,0,0,0,0,0.0
EXP04683,Control,0,0,0,0,0.0
EXP04684,Treatment,1,1,0,1,917.44
EXP04685,Treatment,1,1,0,1,1424.05
EXP04686,Control,1,1,0,1,649.31
EXP04687,Control,1,1,0,1,928.19
EXP04688,Control,1,1,0,1,367.88
EXP04689,Treatment,1,1,0,1,1182.09
EXP04690,Control,1,1,0,1,1291.95
EXP04691,Treatment,1,1,0,1,720.56
EXP04692,Treatment,1,1,0,1,904.96
EXP04693,Control,1,1,0,1,1028.77
EXP04694,Control,1,1,0,1,814.33
EXP04695,Treatment,1,1,0,1,713.34
EXP04696,Control,1,1,0,1,1033.58
EXP04697,Treatment,1,1,0,1,921.07
EXP04698,Control,1,1,0,1,1038.95
EXP04699,Treatment,1,1,0,1,931.82
EXP04700,Control,1,0,0,0,0.0
EXP04701,Treatment,1,1,0,1,762.65
EXP04702,Treatment,1,1,0,1,429.52
EXP04703,Treatment,1,1,0,1,897.51
EXP04704,Control,0,0,0,0,0.0
EXP04705,Control,1,1,1,0,0.0
EXP04706,Treatment,1,1,0,1,990.94
EXP04707,Control,1,1,1,0,0.0
EXP04708,Treatment,1,1,0,1,579.21
EXP04709,Control,1,1,0,1,973.42
EXP04710,Control,0,0,0,0,0.0
EXP04711,Control,0,0,0,0,0.0
EXP04712,Treatment,1,1,0,1,543.13
EXP04713,Treatment,1,1,1,0,0.0
EXP04714,Control,1,1,0,1,465.49
EXP04715,Control,1,1,0,1,809.94
EXP04716,Treatment,1,1,0,1,676.01
EXP04717,Treatment,1,1,0,1,741.46
EXP04718,Control,0,0,0,0,0.0
EXP04719,Treatment,1,1,0,1,374.08
EXP04720,Treatment,0,0,0,0,0.0
EXP04721,Control,1,0,0,0,0.0
EXP04722,Treatment,1,1,1,0,0.0
EXP04723,Treatment,1,1,1,0,0.0
EXP04724,Treatment,0,0,0,0,0.0
EXP04725,Treatment,1,1,0,1,812.01
EXP04726,Treatment,1,1,0,1,865.84
EXP04727,Treatment,1,1,0,1,792.23
EXP04728,Control,0,0,0,0,0.0
EXP04729,Treatment,1,1,0,1,746.18
EXP04730,Control,1,1,1,0,0.0
EXP04731,Treatment,1,1,0,1,685.77
EXP04732,Treatment,0,0,0,0,0.0
EXP04733,Control,1,1,0,1,741.46
EXP04734,Treatment,1,1,0,1,573.21
EXP04735,Control,1,1,0,1,652.28
EXP04736,Treatment,1,1,0,1,693.84
EXP04737,Treatment,1,1,0,1,916.05
EXP04738,Treatment,1,1,0,1,637.09
EXP04739,Control,1,1,0,1,583.25
EXP04740,Treatment,1,1,0,1,872.11
EXP04741,Control,0,0,0,0,0.0
EXP04742,Treatment,1,1,0,1,1071.66
EXP04743,Control,1,1,0,1,1139.1
EXP04744,Control,1,1,0,1,671.65
EXP04745,Control,1,1,0,1,580.88
EXP04746,Treatment,0,0,0,0,0.0
EXP04747,Treatment,1,1,0,1,446.67
EXP04748,Control,1,1,1,0,0.0
EXP04749,Control,1,1,0,1,786.42
EXP04750,Control,1,1,0,1,577.22
EXP04751,Treatment,1,1,0,1,1280.26
EXP04752,Control,1,1,0,1,829.24
EXP04753,Treatment,1,1,1,0,0.0
EXP04754,Control,1,1,1,0,0.0
EXP04755,Control,1,1,0,1,745.0
EXP04756,Treatment,1,1,0,1,692.03
EXP04757,Control,1,1,0,1,856.32
EXP04758,Treatment,1,1,0,1,482.65
EXP04759,Control,1,1,0,1,1080.23
EXP04760,Treatment,1,1,1,0,0.0
EXP04761,Treatment,1,1,0,1,999.76
EXP04762,Treatment,1,1,0,1,501.99
EXP04763,Control,1,1,0,1,689.45
EXP04764,Control,1,1,0,1,911.8
EXP04765,Control,0,0,0,0,0.0
EXP04766,Treatment,1,1,0,1,873.34
EXP04767,Control,1,1,0,1,795.86
EXP04768,Treatment,0,0,0,0,0.0
EXP04769,Treatment,0,0,0,0,0.0
EXP04770,Control,1,1,0,1,791.82
EXP04771,Treatment,1,1,0,1,1288.17
EXP04772,Treatment,1,1,1,0,0.0
EXP04773,Treatment,1,1,0,1,710.89
EXP04774,Treatment,1,1,0,1,852.95
EXP04775,Treatment,1,0,0,0,0.0
EXP04776,Control,0,0,0,0,0.0
EXP04777,Control,1,1,1,0,0.0
EXP04778,Treatment,0,0,0,0,0.0
EXP04779,Treatment,0,0,0,0,0.0
EXP04780,Treatment,1,1,0,1,624.05
EXP04781,Control,0,0,0,0,0.0
EXP04782,Control,1,1,0,1,1032.19
EXP04783,Control,1,1,0,1,607.88
EXP04784,Control,1,1,0,1,575.75
EXP04785,Treatment,0,0,0,0,0.0
EXP04786,Control,1,1,0,1,1245.0
EXP04787,Control,0,0,0,0,0.0
EXP04788,Treatment,1,1,0,1,908.08
EXP04789,Treatment,1,1,0,1,558.97
EXP04790,Control,1,1,0,1,632.71
EXP04791,Treatment,0,0,0,0,0.0
EXP04792,Treatment,1,1,0,1,1016.09
EXP04793,Control,1,1,0,1,575.86
EXP04794,Control,1,1,0,1,631.79
EXP04795,Control,1,1,0,1,954.16
EXP04796,Treatment,1,1,0,1,937.22
EXP04797,Treatment,0,0,0,0,0.0
EXP04798,Control,1,1,0,1,1054.39
EXP04799,Control,1,1,0,1,616.21
EXP04800,Treatment,1,1,0,1,684.81
EXP04801,Control,0,0,0,0,0.0
EXP04802,Control,1,1,0,1,804.99
EXP04803,Control,1,1,0,1,787.72
EXP04804,Treatment,1,1,0,1,675.78
EXP04805,Treatment,0,0,0,0,0.0
EXP04806,Treatment,1,1,0,1,356.51
EXP04807,Control,1,1,0,1,975.91
EXP04808,Control,0,0,0,0,0.0
EXP04809,Treatment,1,1,0,1,1033.73
EXP04810,Treatment,1,1,0,1,746.72
EXP04811,Treatment,1,1,0,1,1131.89
EXP04812,Treatment,1,1,0,1,1251.1
EXP04813,Treatment,0,0,0,0,0.0
EXP04814,Control,1,1,0,1,845.07
EXP04815,Control,1,1,1,0,0.0
EXP04816,Control,1,1,0,1,579.31
EXP04817,Control,1,1,0,1,944.09
EXP04818,Control,1,1,0,1,736.1
EXP04819,Control,1,1,0,1,980.05
EXP04820,Control,0,0,0,0,0.0
EXP04821,Control,0,0,0,0,0.0
EXP04822,Treatment,1,1,0,1,646.5
EXP04823,Control,1,1,0,1,701.76
EXP04824,Treatment,1,1,0,1,836.1
EXP04825,Treatment,1,1,0,1,784.6
EXP04826,Treatment,1,1,0,1,1151.82
EXP04827,Treatment,1,1,0,1,622.23
EXP04828,Treatment,1,1,0,1,419.9
EXP04829,Control,1,1,0,1,702.76
EXP04830,Treatment,1,1,0,1,495.6
EXP04831,Control,1,1,0,1,1553.14
EXP04832,Control,1,1,0,1,1342.91
EXP04833,Control,1,1,0,1,886.86
EXP04834,Control,0,0,0,0,0.0
EXP04835,Control,1,1,0,1,415.14
EXP04836,Treatment,0,0,0,0,0.0
EXP04837,Control,1,1,0,1,489.89
EXP04838,Control,1,1,0,1,422.62
EXP04839,Control,1,0,0,0,0.0
EXP04840,Control,1,1,0,1,1141.43
EXP04841,Control,1,1,0,1,704.28
EXP04842,Treatment,1,1,0,1,989.71
EXP04843,Treatment,0,0,0,0,0.0
EXP04844,Control,0,0,0,0,0.0
EXP04845,Treatment,1,1,0,1,510.66
EXP04846,Control,0,0,0,0,0.0
EXP04847,Treatment,1,1,0,1,729.4
EXP04848,Treatment,0,0,0,0,0.0
EXP04849,Control,1,1,0,1,612.38
EXP04850,Control,0,0,0,0,0.0
EXP04851,Control,1,1,0,1,760.23
EXP04852,Treatment,0,0,0,0,0.0
EXP04853,Treatment,1,1,0,1,1220.08
EXP04854,Treatment,1,1,0,1,728.39
EXP04855,Control,1,1,0,1,1153.52
EXP04856,Control,1,1,0,1,1005.06
EXP04857,Treatment,0,0,0,0,0.0
EXP04858,Treatment,1,1,0,1,1130.05
EXP04859,Treatment,1,1,0,1,1159.33
EXP04860,Treatment,1,1,1,0,0.0
EXP04861,Treatment,1,1,0,1,1021.2
EXP04862,Control,1,1,0,1,684.55
EXP04863,Treatment,1,1,0,1,1231.92
EXP04864,Treatment,1,1,0,1,661.77
EXP04865,Treatment,1,1,0,1,736.41
EXP04866,Control,1,1,0,1,602.46
EXP04867,Treatment,1,1,0,1,1211.25
EXP04868,Control,0,0,0,0,0.0
EXP04869,Treatment,1,1,0,1,763.98
EXP04870,Treatment,1,1,0,1,530.76
EXP04871,Treatment,1,1,0,1,398.98
EXP04872,Control,1,1,0,1,701.8
EXP04873,Control,0,0,0,0,0.0
EXP04874,Control,1,1,0,1,797.03
EXP04875,Treatment,1,1,0,1,658.84
EXP04876,Treatment,0,0,0,0,0.0
EXP04877,Treatment,1,1,1,0,0.0
EXP04878,Control,1,1,0,1,910.66
EXP04879,Control,1,1,0,1,782.36
EXP04880,Control,0,0,0,0,0.0
EXP04881,Treatment,1,1,0,1,645.9
EXP04882,Treatment,1,1,0,1,412.66
EXP04883,Control,1,1,0,1,1072.31
EXP04884,Treatment,1,0,0,0,0.0
EXP04885,Control,1,1,0,1,719.66
EXP04886,Control,1,1,0,1,937.42
EXP04887,Control,0,0,0,0,0.0
EXP04888,Control,1,1,0,1,1140.0
EXP04889,Control,1,1,0,1,1198.37
EXP04890,Treatment,1,1,0,1,837.4
EXP04891,Control,1,1,0,1,763.1
EXP04892,Control,1,1,0,1,423.65
EXP04893,Control,1,1,0,1,809.24
EXP04894,Control,0,0,0,0,0.0
EXP04895,Control,1,1,0,1,445.0
EXP04896,Treatment,1,1,1,0,0.0
EXP04897,Control,1,1,0,1,410.68
EXP04898,Treatment,0,0,0,0,0.0
EXP04899,Control,1,1,0,1,423.91
EXP04900,Treatment,1,1,0,1,1095.32
EXP04901,Treatment,1,1,1,0,0.0
EXP04902,Control,0,0,0,0,0.0
EXP04903,Control,0,0,0,0,0.0
EXP04904,Control,1,1,0,1,481.75
EXP04905,Treatment,0,0,0,0,0.0
EXP04906,Treatment,1,1,0,1,774.41
EXP04907,Treatment,0,0,0,0,0.0
EXP04908,Treatment,1,1,0,1,488.36
EXP04909,Treatment,0,0,0,0,0.0
EXP04910,Control,1,1,0,1,501.52
EXP04911,Treatment,1,1,0,1,713.49
EXP04912,Treatment,1,1,0,1,1086.06
EXP04913,Control,1,1,0,1,431.07
EXP04914,Treatment,0,0,0,0,0.0
EXP04915,Control,1,0,0,0,0.0
EXP04916,Treatment,1,1,0,1,795.34
EXP04917,Treatment,1,1,0,1,1036.29
EXP04918,Treatment,1,1,0,1,716.41
EXP04919,Treatment,1,1,1,0,0.0
EXP04920,Control,1,1,0,1,1086.98
EXP04921,Control,1,1,0,1,1119.41
EXP04922,Treatment,1,0,0,0,0.0
EXP04923,Treatment,0,0,0,0,0.0
EXP04924,Control,1,1,0,1,767.08
EXP04925,Treatment,1,1,0,1,1024.74
EXP04926,Control,0,0,0,0,0.0
EXP04927,Treatment,0,0,0,0,0.0
EXP04928,Control,1,1,0,1,964.7
EXP04929,Control,0,0,0,0,0.0
EXP04930,Control,1,1,0,1,811.73
EXP04931,Treatment,0,0,0,0,0.0
EXP04932,Treatment,0,0,0,0,0.0
EXP04933,Treatment,1,1,0,1,892.15
EXP04934,Treatment,1,1,0,1,1051.78
EXP04935,Control,0,0,0,0,0.0
EXP04936,Control,1,1,1,0,0.0
EXP04937,Control,0,0,0,0,0.0
EXP04938,Treatment,1,1,1,0,0.0
EXP04939,Treatment,1,1,0,1,777.83
EXP04940,Treatment,1,1,0,1,675.19
EXP04941,Control,0,0,0,0,0.0
EXP04942,Control,1,1,0,1,389.17
EXP04943,Treatment,1,1,0,1,843.21
EXP04944,Control,1,1,0,1,2300.0
EXP04945,Treatment,1,1,0,1,433.04
EXP04946,Treatment,1,1,0,1,692.37
EXP04947,Control,1,1,0,1,765.53
EXP04948,Treatment,0,0,0,0,0.0
EXP04949,Control,1,1,0,1,706.06
EXP04950,Treatment,0,0,0,0,0.0
EXP04951,Control,0,0,0,0,0.0
EXP04952,Control,1,1,0,1,987.41
EXP04953,Treatment,1,1,0,1,594.27
EXP04954,Control,1,1,0,1,850.27
EXP04955,Treatment,1,1,0,1,821.86
EXP04956,Control,1,1,0,1,605.86
EXP04957,Control,1,1,0,1,445.96
EXP04958,Control,1,1,0,1,695.36
EXP04959,Treatment,1,1,0,1,1029.72
EXP04960,Treatment,1,1,0,1,736.65
EXP04961,Treatment,1,0,0,0,0.0
EXP04962,Treatment,1,1,0,1,996.81
EXP04963,Control,1,1,0,1,1236.68
EXP04964,Treatment,1,1,0,1,787.87
EXP04965,Treatment,1,1,0,1,811.42
EXP04966,Control,1,1,0,1,1294.16
EXP04967,Control,1,1,0,1,1076.92
EXP04968,Treatment,0,0,0,0,0.0
EXP04969,Treatment,1,1,0,1,712.32
EXP04970,Treatment,1,1,0,1,1026.55
EXP04971,Control,1,1,0,1,1032.88
EXP04972,Treatment,1,1,0,1,1393.52
EXP04973,Treatment,1,1,0,1,691.26
EXP04974,Treatment,1,1,1,0,0.0
EXP04975,Treatment,1,1,0,1,938.17
EXP04976,Control,0,0,0,0,0.0
EXP04977,Control,1,1,0,1,865.44
EXP04978,Treatment,0,0,0,0,0.0
EXP04979,Control,1,1,0,1,393.29
EXP04980,Control,1,1,0,1,876.16
EXP04981,Control,1,1,1,0,0.0
EXP04982,Treatment,1,1,1,0,0.0
EXP04983,Treatment,1,1,0,1,660.94
EXP04984,Control,0,0,0,0,0.0
EXP04985,Treatment,1,1,0,1,357.72
EXP04986,Control,1,1,0,1,963.05
EXP04987,Treatment,1,0,0,0,0.0
EXP04988,Control,1,1,0,1,801.62
EXP04989,Control,0,0,0,0,0.0
EXP04990,Control,0,0,0,0,0.0
EXP04991,Treatment,1,1,0,1,566.66
EXP04992,Treatment,1,1,0,1,515.82
EXP04993,Treatment,1,1,0,1,1106.87
EXP04994,Treatment,1,1,0,1,918.81
EXP04995,Treatment,1,1,0,1,515.52
EXP04996,Control,1,1,0,1,675.25
EXP04997,Control,1,0,0,0,0.0
EXP04998,Control,1,1,0,1,1409.65
EXP04999,Control,0,0,0,0,0.0
EXP05000,Treatment,1,1,0,1,419.15
EXP05001,Treatment,0,0,0,0,0.0
EXP05002,Treatment,1,1,0,1,1347.38
EXP05003,Treatment,1,1,0,1,435.59
EXP05004,Control,0,0,0,0,0.0
EXP05005,Control,1,1,0,1,1103.23
EXP05006,Control,1,1,0,1,614.3
EXP05007,Control,1,1,0,1,834.49
EXP05008,Treatment,1,1,0,1,727.66
EXP05009,Control,1,1,0,1,855.37
EXP05010,Control,1,1,0,1,889.11
EXP05011,Treatment,1,1,0,1,559.16
EXP05012,Treatment,0,0,0,0,0.0
EXP05013,Control,1,1,0,1,811.01
EXP05014,Control,1,1,0,1,1160.43
EXP05015,Treatment,1,1,0,1,743.24
EXP05016,Control,0,0,0,0,0.0
EXP05017,Treatment,1,0,0,0,0.0
EXP05018,Treatment,1,1,0,1,771.12
EXP05019,Treatment,1,1,0,1,691.56
EXP05020,Treatment,1,1,0,1,425.44
EXP05021,Control,0,0,0,0,0.0
EXP05022,Treatment,1,1,0,1,758.23
EXP05023,Treatment,0,0,0,0,0.0
EXP05024,Treatment,0,0,0,0,0.0
EXP05025,Control,1,1,0,1,862.16
EXP05026,Control,1,1,0,1,1635.01
EXP05027,Treatment,0,0,0,0,0.0
EXP05028,Control,1,1,0,1,801.92
EXP05029,Control,0,0,0,0,0.0
EXP05030,Control,1,1,0,1,399.4
EXP05031,Control,0,0,0,0,0.0
EXP05032,Treatment,0,0,0,0,0.0
EXP05033,Treatment,1,1,0,1,1123.48
EXP05034,Control,1,1,0,1,542.8
EXP05035,Control,1,1,0,1,694.85
EXP05036,Treatment,0,0,0,0,0.0
EXP05037,Control,0,0,0,0,0.0
EXP05038,Treatment,1,1,0,1,1521.9
EXP05039,Control,0,0,0,0,0.0
EXP05040,Control,1,1,0,1,991.27
EXP05041,Treatment,0,0,0,0,0.0
EXP05042,Treatment,1,1,1,0,0.0
EXP05043,Control,0,0,0,0,0.0
EXP05044,Control,1,1,0,1,578.66
EXP05045,Control,1,1,0,1,787.22
EXP05046,Treatment,1,1,0,1,442.2
EXP05047,Control,1,1,0,1,488.46
EXP05048,Control,1,1,0,1,334.96
EXP05049,Control,1,1,0,1,606.23
EXP05050,Control,1,0,0,0,0.0
EXP05051,Treatment,1,1,0,1,574.8
EXP05052,Control,0,0,0,0,0.0
EXP05053,Treatment,0,0,0,0,0.0
EXP05054,Control,1,0,0,0,0.0
EXP05055,Control,1,1,0,1,674.15
EXP05056,Treatment,1,1,0,1,746.71
EXP05057,Treatment,1,1,0,1,628.4
EXP05058,Control,0,0,0,0,0.0
EXP05059,Treatment,1,0,0,0,0.0
EXP05060,Control,0,0,0,0,0.0
EXP05061,Control,1,1,0,1,547.35
EXP05062,Treatment,1,1,0,1,860.23
EXP05063,Treatment,1,1,0,1,707.43
EXP05064,Control,1,1,1,0,0.0
EXP05065,Treatment,1,1,0,1,445.58
EXP05066,Control,1,1,0,1,569.09
EXP05067,Control,0,0,0,0,0.0
EXP05068,Treatment,1,1,0,1,579.86
EXP05069,Control,1,1,0,1,556.19
EXP05070,Control,1,1,0,1,1248.46
EXP05071,Control,1,1,0,1,890.32
EXP05072,Control,1,1,0,1,615.86
EXP05073,Treatment,1,1,1,0,0.0
EXP05074,Control,1,1,0,1,405.59
EXP05075,Control,1,1,1,0,0.0
EXP05076,Treatment,1,0,0,0,0.0
EXP05077,Control,1,1,0,1,1080.65
EXP05078,Control,1,0,0,0,0.0
EXP05079,Treatment,1,1,1,0,0.0
EXP05080,Treatment,1,1,0,1,557.83
EXP05081,Control,1,1,0,1,660.05
EXP05082,Treatment,1,1,0,1,596.08
EXP05083,Control,0,0,0,0,0.0
EXP05084,Control,1,1,0,1,915.28
EXP05085,Control,1,1,0,1,518.02
EXP05086,Treatment,1,1,0,1,861.26
EXP05087,Treatment,1,1,0,1,558.44
EXP05088,Treatment,1,1,0,1,849.49
EXP05089,Control,1,1,0,1,1102.36
EXP05090,Treatment,1,1,0,1,1101.33
EXP05091,Control,1,1,0,1,699.67
EXP05092,Treatment,0,0,0,0,0.0
EXP05093,Treatment,1,1,1,0,0.0
EXP05094,Treatment,0,0,0,0,0.0
EXP05095,Treatment,1,1,1,0,0.0
EXP05096,Treatment,1,1,0,1,569.77
EXP05097,Treatment,1,1,0,1,586.16
EXP05098,Control,1,1,0,1,410.06
EXP05099,Control,1,1,0,1,898.67
EXP05100,Treatment,1,1,0,1,513.25
EXP05101,Treatment,1,1,0,1,1627.38
EXP05102,Control,1,1,0,1,791.92
EXP05103,Treatment,1,1,0,1,367.08
EXP05104,Treatment,1,0,0,0,0.0
EXP05105,Treatment,1,1,0,1,829.81
