order_id,session_id,user_id,order_date,order_value,payment_method,payment_status,delivery_fee
O002484,S005962,U03575,2025-06-30T19:57:36,526.27,Card,Success,39.0
O002485,S005963,U03576,2025-03-21T21:08:36,281.1,Cash on Delivery,Success,19.0
O002486,S005964,U03576,2025-06-07T15:57:36,866.19,UPI,Success,0.0
O002487,S005965,U03577,2025-04-11T13:36:36,426.35,Cash on Delivery,Success,19.0
O002488,S005967,U03578,2025-06-03T07:58:36,864.43,Card,Success,29.0
O002489,S005968,U03578,2025-02-20T21:49:36,234.4,UPI,Success,0.0
O002490,S005969,U03579,2025-01-23T20:02:36,1069.56,Card,Success,0.0
O002491,S005970,U03579,2025-02-07T10:21:36,395.49,Wallet,Success,59.0
O002492,S005973,U03582,2025-06-12T20:26:36,1227.12,Card,Success,0.0
O002493,S005974,U03582,2025-02-02T15:04:36,942.91,UPI,Success,29.0
O002494,S005979,U03586,2025-03-04T19:02:36,671.15,Card,Success,39.0
O002495,S005980,U03586,2025-06-11T09:22:36,669.82,UPI,Success,0.0
O002496,S005981,U03587,2025-04-30T09:32:36,863.41,UPI,Success,29.0
O002497,S005985,U03589,2025-02-13T09:41:36,601.02,UPI,Success,49.0
O002498,S005987,U03590,2025-06-21T22:38:36,1276.89,UPI,Success,0.0
O002499,S005990,U03593,2025-05-03T07:45:36,480.73,Cash on Delivery,Success,49.0
O002500,S005994,U03595,2025-02-26T12:45:36,486.09,Cash on Delivery,Success,59.0
O002501,S005996,U03596,2025-04-03T07:31:36,754.09,UPI,Success,49.0
O002502,S005998,U03597,2025-02-05T16:10:36,1415.39,UPI,Success,0.0
O002503,S006001,U03598,2025-05-25T15:39:36,427.26,Card,Success,29.0
O002504,S006003,U03599,2025-06-29T09:14:36,431.89,UPI,Success,0.0
O002505,S006005,U03599,2025-06-01T11:47:36,504.73,Card,Success,0.0
O002506,S006012,U03605,2025-01-26T22:34:36,493.72,UPI,Success,19.0
O002507,S006013,U03605,2025-03-11T18:34:36,1256.57,Card,Success,29.0
O002509,S006016,U03607,2025-01-31T21:04:36,598.15,Cash on Delivery,Success,49.0
O002510,S006018,U03609,2025-03-13T20:35:36,1020.05,Wallet,Success,49.0
O002512,S006022,U03613,2025-04-24T11:09:36,404.12,Card,Success,29.0
O002513,S006023,U03614,2025-01-27T08:02:36,1374.31,UPI,Success,59.0
O002514,S006030,U03617,2025-04-30T18:04:36,651.48,UPI,Success,39.0
O002515,S006032,U03619,2025-02-15T15:54:36,716.12,Cash on Delivery,Success,29.0
O002516,S006033,U03620,2025-01-01T12:56:36,464.96,UPI,Success,19.0
O002517,S006034,U03621,2025-03-09T13:00:36,588.85,Card,Success,29.0
O002518,S006035,U03621,2025-05-14T10:47:36,623.85,Cash on Delivery,Success,39.0
O002519,S006036,U03621,2025-01-08T17:54:36,966.93,Card,Success,49.0
O002520,S006037,U03622,2025-02-18T07:40:36,1221.77,UPI,Success,0.0
O002521,S006039,U03623,2025-02-03T12:50:36,1060.05,Cash on Delivery,Success,0.0
O002522,S006041,U03624,2025-03-23T13:14:36,594.42,UPI,Success,19.0
O002523,S006044,U03626,2025-02-18T20:06:36,1136.42,Card,Success,0.0
O002526,S006047,U03627,2025-05-03T17:59:36,794.51,Cash on Delivery,Success,29.0
O002527,S006051,U03629,2025-01-23T09:03:36,543.71,UPI,Success,29.0
O002528,S006059,U03633,2025-01-21T17:14:36,745.22,UPI,Success,29.0
O002529,S006062,U03635,2025-03-03T08:37:36,427.57,Wallet,Success,29.0
O002530,S006064,U03637,2025-06-01T20:32:36,272.29,Card,Success,29.0
O002531,S006066,U03639,2025-02-01T09:14:36,489.5,UPI,Success,59.0
O002532,S006070,U03641,2025-02-15T22:59:36,521.29,Card,Success,49.0
O002533,S006071,U03642,2025-04-18T07:26:36,381.99,UPI,Success,59.0
O002534,S006072,U03643,2025-04-12T21:41:36,1002.74,Card,Success,0.0
O002535,S006073,U03644,2025-06-18T19:00:36,965.66,UPI,Success,0.0
O002537,S006078,U03646,2025-04-11T22:13:36,947.04,Wallet,Success,0.0
O002538,S006083,U03650,2025-05-19T20:55:36,1069.79,UPI,Success,0.0
O002539,S006084,U03650,2025-02-10T09:43:36,666.49,Cash on Delivery,Success,29.0
O002540,S006087,U03652,2025-02-19T14:26:36,435.37,UPI,Success,29.0
O002541,S006095,U03659,2025-05-15T12:48:36,612.58,UPI,Success,0.0
O002542,S006098,U03661,2025-01-23T09:15:36,628.72,Wallet,Success,0.0
O002543,S006100,U03662,2025-05-19T14:46:36,594.63,UPI,Success,19.0
O002544,S006101,U03663,2025-05-03T16:45:36,669.57,Card,Success,39.0
O002545,S006102,U03664,2025-03-18T22:50:36,698.36,Cash on Delivery,Success,49.0
O002546,S006106,U03666,2025-02-23T18:43:36,1014.09,Wallet,Success,0.0
O002547,S006108,U03667,2025-05-03T12:59:36,766.47,Wallet,Success,39.0
O002548,S006112,U03670,2025-01-10T21:41:36,922.0,UPI,Success,0.0
O002549,S006116,U03672,2025-02-11T15:48:36,797.07,UPI,Success,19.0
O002550,S006118,U03674,2025-02-22T13:01:36,612.13,Wallet,Success,19.0
O002551,S006121,U03677,2025-02-26T17:21:36,556.65,UPI,Success,49.0
O002552,S006123,U03678,2025-05-05T21:23:36,932.37,Wallet,Success,0.0
O002553,S006125,U03678,2025-01-01T19:01:36,1197.59,Wallet,Success,39.0
O002554,S006129,U03681,2025-06-23T07:56:36,1136.19,UPI,Success,39.0
O002555,S006130,U03681,2025-04-04T21:59:36,859.56,Wallet,Success,19.0
O002556,S006132,U03682,2025-03-23T13:15:36,426.27,Wallet,Success,0.0
O002558,S006142,U03689,2025-06-02T15:33:36,1200.77,UPI,Success,0.0
O002559,S006145,U03690,2025-03-27T21:36:36,513.12,Wallet,Success,19.0
O002560,S006149,U03692,2025-04-04T21:15:36,744.29,Card,Success,19.0
O002561,S006150,U03692,2025-01-07T13:35:36,484.57,Card,Success,69.0
O002563,S006154,U03695,2025-04-15T13:54:36,1285.35,UPI,Success,0.0
O002564,S006155,U03695,2025-02-16T19:24:36,927.02,UPI,Success,0.0
O002567,S006164,U03703,2025-03-05T18:26:36,546.19,UPI,Success,19.0
O002569,S006169,U03705,2025-06-19T12:36:36,702.58,Cash on Delivery,Success,49.0
O002570,S006174,U03708,2025-03-01T16:39:36,449.99,Card,Success,69.0
O002571,S006176,U03710,2025-04-15T19:26:36,967.61,UPI,Success,0.0
O002574,S006179,U03711,2025-01-11T22:48:36,841.85,UPI,Success,49.0
O002575,S006182,U03711,2025-04-30T12:49:36,581.27,Cash on Delivery,Success,39.0
O002576,S006183,U03712,2025-05-12T11:11:36,838.55,UPI,Success,69.0
O002577,S006187,U03713,2025-01-28T18:37:36,1197.47,UPI,Success,0.0
O002578,S006188,U03713,2025-02-25T16:16:36,727.67,UPI,Success,29.0
O002579,S006189,U03714,2025-04-08T11:00:36,1180.44,UPI,Success,0.0
O002580,S006190,U03714,2025-04-06T12:46:36,1046.01,UPI,Success,0.0
O002581,S006191,U03714,2025-05-31T11:37:36,787.61,Cash on Delivery,Success,0.0
O002582,S006192,U03714,2025-04-24T19:28:36,447.0,Card,Success,39.0
O002583,S006194,U03715,2025-06-25T07:38:36,655.06,Card,Success,29.0
O002585,S006214,U03727,2025-04-08T21:17:36,559.6,Card,Success,29.0
O002586,S006215,U03728,2025-06-07T15:41:36,780.13,Card,Success,49.0
O002587,S006217,U03729,2025-06-11T14:32:36,893.27,UPI,Success,39.0
O002588,S006221,U03731,2025-02-28T14:47:36,406.74,Card,Success,49.0
O002590,S006226,U03733,2025-03-19T12:11:36,840.55,UPI,Success,0.0
O002592,S006233,U03737,2025-03-14T13:18:36,626.59,UPI,Success,0.0
O002593,S006235,U03738,2025-06-12T07:50:36,444.82,Card,Success,39.0
O002594,S006237,U03739,2025-06-24T12:22:36,1128.23,Wallet,Success,0.0
O002595,S006239,U03740,2025-01-30T12:05:36,974.42,UPI,Success,0.0
O002597,S006242,U03741,2025-04-01T21:45:36,628.99,UPI,Success,49.0
O002598,S006243,U03742,2025-05-10T11:06:36,420.61,UPI,Success,19.0
O002599,S006244,U03742,2025-01-30T21:12:36,661.46,UPI,Success,29.0
O002600,S006250,U03747,2025-04-11T16:49:36,565.75,UPI,Success,59.0
O002601,S006253,U03749,2025-05-11T10:12:36,685.73,Card,Success,49.0
O002602,S006256,U03751,2025-01-04T08:46:36,666.78,Card,Success,69.0
O002603,S006259,U03752,2025-06-28T18:33:36,791.64,UPI,Success,49.0
O002604,S006260,U03752,2025-06-11T08:31:36,983.93,UPI,Success,0.0
O002605,S006264,U03754,2025-03-10T14:26:36,228.63,UPI,Success,59.0
O002606,S006268,U03757,2025-05-08T13:08:36,1478.35,Wallet,Success,0.0
O002607,S006269,U03757,2025-06-17T11:47:36,677.28,Wallet,Success,49.0
O002608,S006271,U03758,2025-06-09T10:54:36,1917.21,Card,Success,19.0
O002609,S006272,U03758,2025-04-25T15:45:36,763.65,UPI,Success,39.0
O002610,S006273,U03759,2025-04-16T08:00:36,1296.26,UPI,Success,0.0
O002611,S006274,U03759,2025-02-15T23:00:36,1042.69,Wallet,Success,0.0
O002612,S006276,U03760,2025-05-11T23:00:36,877.84,Wallet,Success,19.0
O002613,S006286,U03766,2025-02-24T10:01:36,427.92,UPI,Success,19.0
O002614,S006289,U03768,2025-02-12T20:37:36,502.21,UPI,Success,39.0
O002616,S006292,U03770,2025-06-08T10:11:36,1217.32,UPI,Success,0.0
O002618,S006295,U03772,2025-06-17T15:02:36,969.19,Card,Success,0.0
O002620,S006300,U03775,2025-03-11T21:55:36,759.59,UPI,Success,39.0
O002622,S006303,U03776,2025-05-11T19:07:36,657.04,UPI,Success,0.0
O002623,S006307,U03777,2025-02-04T20:49:36,832.86,UPI,Success,39.0
O002624,S006314,U03782,2025-01-10T22:53:36,547.72,Card,Success,59.0
O002625,S006315,U03782,2025-03-21T21:07:36,424.29,UPI,Success,39.0
O002626,S006317,U03784,2025-03-28T12:53:36,527.95,Card,Success,29.0
O002627,S006318,U03785,2025-06-17T11:57:36,1353.0,Card,Success,0.0
O002628,S006320,U03786,2025-05-18T13:53:36,353.47,UPI,Success,29.0
O002629,S006321,U03787,2025-06-09T15:39:36,348.39,Wallet,Success,0.0
O002630,S006322,U03788,2025-04-17T11:57:36,480.42,UPI,Success,29.0
O002631,S006324,U03789,2025-06-21T07:57:36,934.24,UPI,Success,59.0
O002632,S006326,U03790,2025-04-07T08:12:36,847.52,UPI,Success,29.0
O002633,S006331,U03793,2025-01-22T10:32:36,831.7,UPI,Success,49.0
O002634,S006334,U03795,2025-03-31T17:53:36,589.74,UPI,Success,49.0
O002635,S006336,U03796,2025-05-24T16:13:36,784.89,UPI,Success,49.0
O002636,S006338,U03796,2025-02-16T22:16:36,800.32,UPI,Success,39.0
O002637,S006341,U03799,2025-02-16T14:36:36,610.97,UPI,Success,69.0
O002638,S006342,U03800,2025-06-26T08:12:36,662.83,Wallet,Success,59.0
O002639,S006346,U03804,2025-05-10T12:56:36,510.43,Wallet,Success,0.0
O002640,S006348,U03806,2025-04-15T18:31:36,551.92,UPI,Success,59.0
O002641,S006351,U03808,2025-01-31T17:55:36,1632.5,Wallet,Success,59.0
O002642,S006356,U03810,2025-06-14T18:39:36,612.66,UPI,Success,59.0
O002644,S006368,U03817,2025-01-02T17:02:36,769.98,UPI,Success,39.0
O002646,S006370,U03819,2025-02-05T22:45:36,1173.03,UPI,Success,0.0
O002647,S006371,U03820,2025-01-14T07:34:36,613.25,Card,Success,59.0
O002648,S006380,U03825,2025-04-03T13:06:36,1080.89,Cash on Delivery,Success,39.0
O002649,S006381,U03825,2025-03-13T15:49:36,824.35,Wallet,Success,29.0
O002650,S006382,U03826,2025-05-27T16:37:36,711.98,UPI,Success,29.0
O002652,S006388,U03830,2025-03-04T08:35:36,1020.03,UPI,Success,0.0
O002653,S006389,U03830,2025-06-15T07:09:36,862.62,Wallet,Success,19.0
O002655,S006393,U03834,2025-06-13T22:04:36,719.12,Wallet,Success,49.0
O002656,S006400,U03838,2025-04-14T10:49:36,626.22,Wallet,Success,49.0
O002657,S006402,U03839,2025-05-06T14:31:36,528.96,UPI,Success,29.0
O002659,S006406,U03840,2025-01-25T18:01:36,1496.52,UPI,Success,59.0
O002660,S006409,U03843,2025-01-11T13:21:36,535.36,UPI,Success,49.0
O002662,S006416,U03847,2025-04-23T09:33:36,788.26,Cash on Delivery,Success,29.0
O002663,S006418,U03849,2025-05-07T09:52:36,717.99,Wallet,Success,39.0
O002664,S006420,U03850,2025-04-24T17:43:36,497.5,Wallet,Success,49.0
O002665,S006425,U03853,2025-02-15T20:24:36,1032.22,UPI,Success,39.0
O002667,S006431,U03855,2025-05-01T14:51:36,585.79,UPI,Success,39.0
O002668,S006433,U03856,2025-01-11T07:50:36,1002.34,UPI,Success,49.0
O002669,S006438,U03858,2025-05-20T10:00:36,650.37,Card,Success,49.0
O002670,S006443,U03862,2025-05-30T12:00:36,399.9,Wallet,Success,39.0
O002671,S006446,U03863,2025-06-30T09:43:36,508.54,UPI,Success,49.0
O002672,S006448,U03865,2025-03-29T07:19:36,636.85,Card,Success,19.0
O002673,S006453,U03870,2025-01-04T07:57:36,542.23,UPI,Success,0.0
O002674,S006455,U03872,2025-03-05T22:32:36,1007.28,UPI,Success,0.0
O002675,S006457,U03873,2025-01-20T16:49:36,641.18,Cash on Delivery,Success,59.0
O002676,S006460,U03874,2025-05-21T09:28:36,765.61,UPI,Success,59.0
O002677,S006461,U03875,2025-06-07T16:15:36,415.59,Card,Success,0.0
O002679,S006469,U03880,2025-01-29T18:41:36,1064.61,UPI,Success,69.0
O002680,S006471,U03882,2025-05-19T10:23:36,612.93,Card,Success,69.0
O002681,S006473,U03883,2025-04-21T18:12:36,684.61,UPI,Success,29.0
O002682,S006477,U03885,2025-02-12T11:23:36,349.21,UPI,Success,69.0
O002683,S006481,U03887,2025-05-05T18:41:36,933.57,Card,Success,0.0
O002684,S006482,U03888,2025-04-16T20:18:36,460.55,UPI,Success,29.0
O002685,S006484,U03888,2025-03-20T10:21:36,1472.92,Cash on Delivery,Success,0.0
O002686,S006487,U03889,2025-03-31T19:55:36,630.3,UPI,Success,19.0
O002688,S006498,U03899,2025-03-31T09:23:36,578.52,Card,Success,19.0
O002689,S006499,U03899,2025-03-11T17:49:36,643.69,UPI,Success,49.0
O002690,S006503,U03902,2025-02-22T13:01:36,924.57,Wallet,Success,0.0
O002691,S006504,U03903,2025-04-14T14:58:36,748.13,UPI,Success,39.0
O002692,S006505,U03903,2025-03-09T13:32:36,487.16,Card,Success,49.0
O002693,S006508,U03906,2025-04-22T20:22:36,797.66,Card,Success,49.0
O002694,S006509,U03906,2025-01-16T19:29:36,597.04,UPI,Success,0.0
O002696,S006511,U03907,2025-03-31T12:12:36,984.46,UPI,Success,0.0
O002697,S006515,U03909,2025-03-01T13:32:36,924.9,UPI,Success,0.0
O002698,S006516,U03910,2025-04-02T17:14:36,832.62,Cash on Delivery,Success,19.0
O002699,S006518,U03911,2025-06-27T21:27:36,614.93,UPI,Success,29.0
O002700,S006519,U03911,2025-01-04T09:34:36,567.95,UPI,Success,29.0
O002701,S006523,U03914,2025-04-19T09:07:36,636.04,Wallet,Success,49.0
O002702,S006524,U03915,2025-02-17T16:01:36,487.66,UPI,Success,59.0
O002703,S006528,U03918,2025-03-04T19:56:36,505.34,Card,Success,29.0
O002704,S006530,U03919,2025-03-15T18:34:36,1027.96,Card,Success,19.0
O002705,S006531,U03919,2025-04-06T16:59:36,615.84,UPI,Success,39.0
O002706,S006534,U03921,2025-01-08T17:05:36,435.01,UPI,Success,29.0
O002707,S006538,U03924,2025-01-22T15:32:36,1468.58,UPI,Success,19.0
O002708,S006539,U03924,2025-03-05T11:59:36,1030.81,Card,Success,0.0
O002709,S006540,U03925,2025-01-22T14:30:36,778.16,Wallet,Success,19.0
O002710,S006541,U03926,2025-06-04T13:56:36,977.99,Wallet,Success,0.0
O002711,S006543,U03928,2025-06-22T09:29:36,651.97,UPI,Success,49.0
O002712,S006545,U03929,2025-05-22T18:03:36,618.26,Card,Success,39.0
O002713,S006546,U03930,2025-05-23T14:42:36,650.09,UPI,Success,39.0
O002714,S006548,U03930,2025-02-28T10:35:36,1074.23,UPI,Success,0.0
O002715,S006552,U03932,2025-02-21T13:45:36,1195.57,Cash on Delivery,Success,0.0
O002716,S006553,U03933,2025-02-12T18:35:36,651.68,Card,Success,39.0
O002717,S006555,U03934,2025-04-01T09:26:36,513.57,Card,Success,29.0
O002718,S006556,U03935,2025-03-14T21:51:36,648.32,UPI,Success,39.0
O002720,S006561,U03938,2025-01-13T13:19:36,1009.64,UPI,Success,19.0
O002722,S006563,U03939,2025-04-28T11:17:36,623.87,UPI,Success,39.0
O002723,S006564,U03940,2025-03-27T14:49:36,766.5,UPI,Success,19.0
O002724,S006565,U03941,2025-03-31T20:04:36,532.2,Card,Success,39.0
O002725,S006568,U03943,2025-02-09T16:14:36,1177.79,UPI,Success,0.0
O002726,S006573,U03947,2025-03-14T15:01:36,410.85,UPI,Success,0.0
O002727,S006575,U03948,2025-01-20T14:29:36,585.29,UPI,Success,0.0
O002728,S006576,U03949,2025-05-21T07:36:36,580.96,UPI,Success,69.0
O002729,S006581,U03951,2025-03-08T14:11:36,365.56,Cash on Delivery,Success,39.0
O002730,S006582,U03952,2025-05-31T19:19:36,742.36,Card,Success,39.0
O002733,S006587,U03954,2025-02-09T16:11:36,867.22,UPI,Success,19.0
O002734,S006591,U03957,2025-02-13T18:07:36,474.23,UPI,Success,0.0
O002735,S006592,U03958,2025-05-02T09:29:36,622.52,Card,Success,49.0
O002736,S006602,U03963,2025-05-24T11:02:36,1285.39,UPI,Success,0.0
O002737,S006606,U03967,2025-01-02T18:01:36,395.2,UPI,Success,39.0
O002738,S006611,U03971,2025-02-25T22:10:36,582.8,Card,Success,59.0
O002739,S006614,U03973,2025-05-18T18:16:36,475.81,Card,Success,19.0
O002740,S006618,U03976,2025-04-16T15:58:36,724.47,UPI,Success,39.0
O002741,S006620,U03977,2025-04-06T20:52:36,730.28,Cash on Delivery,Success,49.0
O002742,S006621,U03978,2025-01-02T16:53:36,987.65,UPI,Success,0.0
O002743,S006624,U03980,2025-02-01T22:00:36,844.01,UPI,Success,19.0
O002744,S006626,U03981,2025-04-20T17:20:36,803.23,UPI,Success,29.0
O002745,S006628,U03983,2025-04-19T21:40:36,1054.25,UPI,Success,0.0
O002748,S006631,U03986,2025-01-16T08:36:36,744.13,Card,Success,29.0
O002749,S006632,U03987,2025-05-14T12:19:36,1210.2,UPI,Success,0.0
O002750,S006635,U03989,2025-06-05T21:24:36,765.2,Wallet,Success,69.0
O002751,S006642,U03994,2025-03-05T10:42:36,686.31,Cash on Delivery,Success,29.0
O002753,S006645,U03996,2025-03-02T15:53:36,634.87,UPI,Success,19.0
O002755,S006653,U04002,2025-05-10T13:59:36,424.5,UPI,Success,19.0
O002756,S006655,U04003,2025-06-10T21:19:36,986.93,Card,Success,0.0
O002757,S006658,U04004,2025-06-09T10:39:36,1313.43,UPI,Success,0.0
O002758,S006661,U04007,2025-06-15T11:00:36,951.9,UPI,Success,0.0
O002759,S006664,U04010,2025-05-25T07:07:36,481.97,Card,Success,49.0
O002760,S006671,U04015,2025-06-04T14:01:36,945.12,UPI,Success,0.0
O002761,S006673,U04016,2025-05-28T11:43:36,772.3,UPI,Success,39.0
O002762,S006675,U04017,2025-04-23T20:02:36,1747.94,Card,Success,0.0
O002764,S006680,U04022,2025-01-30T07:44:36,1249.39,UPI,Success,0.0
O002765,S006681,U04023,2025-06-16T14:49:36,519.24,UPI,Success,39.0
O002766,S006684,U04025,2025-06-11T20:51:36,1165.52,UPI,Success,0.0
O002767,S006685,U04025,2025-03-28T21:36:36,413.6,Wallet,Success,59.0
O002768,S006686,U04026,2025-01-03T11:55:36,904.81,Cash on Delivery,Success,0.0
O002769,S006687,U04027,2025-01-02T14:37:36,649.0,Cash on Delivery,Success,29.0
O002770,S006688,U04027,2025-06-25T10:38:36,863.65,Card,Success,29.0
O002771,S006690,U04027,2025-02-01T22:40:36,626.6,UPI,Success,39.0
O002772,S006692,U04029,2025-05-20T13:36:36,891.16,Cash on Delivery,Success,29.0
O002773,S006694,U04030,2025-04-03T11:28:36,576.56,Card,Success,39.0
O002774,S006701,U04035,2025-03-05T21:45:36,522.17,Card,Success,59.0
O002775,S006702,U04035,2025-03-13T12:41:36,426.61,Card,Success,39.0
O002776,S006704,U04037,2025-05-25T17:03:36,471.77,UPI,Success,59.0
O002777,S006705,U04037,2025-03-22T13:44:36,1170.29,UPI,Success,19.0
O002778,S006709,U04040,2025-02-14T16:56:36,920.87,Cash on Delivery,Success,0.0
O002779,S006712,U04042,2025-06-21T08:22:36,947.1,UPI,Success,0.0
O002780,S006714,U04043,2025-01-19T13:11:36,619.75,Cash on Delivery,Success,0.0
O002781,S006715,U04044,2025-04-25T12:32:36,569.86,Card,Success,39.0
O002782,S006716,U04044,2025-01-27T07:56:36,603.42,UPI,Success,0.0
O002785,S006727,U04050,2025-06-01T08:53:36,552.52,UPI,Success,49.0
O002786,S006729,U04051,2025-06-23T14:35:36,576.49,Wallet,Success,29.0
O002787,S006730,U04051,2025-03-20T09:43:36,832.69,Card,Success,39.0
O002788,S006734,U04054,2025-06-25T18:57:36,601.16,UPI,Success,39.0
O002790,S006737,U04055,2025-03-13T12:43:36,594.91,UPI,Success,49.0
O002791,S006739,U04056,2025-04-25T10:21:36,532.43,Cash on Delivery,Success,29.0
O002793,S006745,U04058,2025-04-27T17:41:36,766.03,Card,Success,59.0
O002794,S006747,U04059,2025-04-29T17:10:36,997.27,UPI,Success,59.0
O002795,S006749,U04060,2025-02-27T18:29:36,526.33,UPI,Success,0.0
O002796,S006750,U04060,2025-02-20T15:49:36,788.47,UPI,Success,49.0
O002797,S006760,U04066,2025-03-03T12:33:36,627.25,Card,Success,0.0
O002798,S006761,U04067,2025-01-15T11:05:36,549.51,Wallet,Success,0.0
O002799,S006763,U04069,2025-03-15T11:54:36,570.54,UPI,Success,39.0
O002801,S006769,U04073,2025-05-26T11:30:36,477.12,UPI,Success,29.0
O002802,S006776,U04077,2025-06-21T09:04:36,674.76,Card,Success,29.0
O002803,S006780,U04079,2025-05-12T08:05:36,667.58,Card,Success,39.0
O002804,S006786,U04083,2025-04-29T07:15:36,1170.78,UPI,Success,0.0
O002806,S006795,U04088,2025-02-10T15:35:36,1010.8,UPI,Success,0.0
O002807,S006796,U04089,2025-06-09T10:34:36,581.43,UPI,Success,49.0
O002808,S006799,U04092,2025-02-03T19:30:36,756.37,UPI,Success,39.0
O002809,S006800,U04093,2025-02-01T18:04:36,638.16,Wallet,Success,49.0
O002811,S006806,U04097,2025-01-23T14:48:36,581.92,Wallet,Success,0.0
O002812,S006809,U04098,2025-06-13T13:16:36,704.09,Card,Success,49.0
O002813,S006810,U04098,2025-03-03T14:48:36,408.4,Cash on Delivery,Success,39.0
O002814,S006813,U04099,2025-05-18T16:59:36,516.2,Card,Success,59.0
O002815,S006814,U04100,2025-06-01T22:46:36,1014.54,Card,Success,0.0
O002816,S006815,U04100,2025-06-09T12:53:36,854.76,Card,Success,39.0
O002817,S006820,U04102,2025-05-30T14:51:36,930.06,Card,Success,49.0
O002819,S006824,U04104,2025-02-06T11:06:36,448.19,Cash on Delivery,Success,29.0
O002820,S006829,U04107,2025-05-25T09:21:36,695.45,UPI,Success,29.0
O002821,S006832,U04108,2025-06-24T14:03:36,1018.81,UPI,Success,0.0
O002822,S006833,U04109,2025-02-10T10:44:36,670.67,UPI,Success,0.0
O002824,S006839,U04112,2025-03-21T07:55:36,850.16,UPI,Success,39.0
O002825,S006840,U04113,2025-01-28T14:34:36,508.97,UPI,Success,29.0
O002826,S006842,U04114,2025-05-08T08:35:36,712.67,UPI,Success,39.0
O002827,S006844,U04115,2025-01-08T19:50:36,577.65,UPI,Success,0.0
O002828,S006845,U04115,2025-06-12T14:56:36,1170.0,UPI,Success,0.0
O002829,S006850,U04118,2025-01-27T10:24:36,2214.67,Wallet,Success,0.0
O002831,S006859,U04125,2025-01-15T17:01:36,1112.98,Wallet,Success,0.0
O002832,S006861,U04126,2025-01-17T22:07:36,719.49,Wallet,Success,39.0
O002834,S006863,U04128,2025-04-20T07:38:36,1837.26,Wallet,Success,0.0
O002835,S006864,U04128,2025-06-20T11:26:36,876.65,UPI,Success,39.0
O002836,S006865,U04129,2025-06-29T09:02:36,736.46,UPI,Success,49.0
O002837,S006868,U04131,2025-05-26T19:52:36,1125.54,UPI,Success,0.0
O002838,S006870,U04132,2025-04-30T11:23:36,960.12,UPI,Success,0.0
O002839,S006871,U04133,2025-02-02T07:12:36,541.38,Wallet,Success,59.0
O002841,S006873,U04134,2025-03-04T10:08:36,844.64,UPI,Success,39.0
O002842,S006877,U04137,2025-02-02T07:50:36,805.53,UPI,Success,49.0
O002843,S006881,U04138,2025-06-10T14:29:36,849.71,UPI,Success,29.0
O002844,S006884,U04140,2025-03-31T14:54:36,675.75,Card,Success,29.0
O002846,S006887,U04142,2025-04-05T19:33:36,732.63,Cash on Delivery,Success,0.0
O002847,S006888,U04143,2025-04-11T13:48:36,544.9,Card,Success,29.0
O002848,S006890,U04145,2025-02-12T17:53:36,480.73,Cash on Delivery,Success,49.0
O002850,S006894,U04148,2025-04-18T16:24:36,875.32,Wallet,Success,39.0
O002851,S006895,U04148,2025-01-18T20:40:36,429.72,UPI,Success,0.0
O002852,S006902,U04152,2025-05-05T22:59:36,823.01,Card,Success,39.0
O002853,S006903,U04153,2025-02-08T17:41:36,267.63,Wallet,Success,49.0
O002854,S006904,U04154,2025-04-13T10:57:36,579.54,Card,Success,29.0
O002855,S006906,U04156,2025-01-02T13:10:36,1076.25,UPI,Success,49.0
O002856,S006907,U04157,2025-06-29T09:52:36,735.18,UPI,Success,49.0
O002858,S006909,U04158,2025-02-25T22:02:36,539.93,UPI,Success,39.0
O002859,S006910,U04159,2025-05-17T09:37:36,359.31,UPI,Success,39.0
O002860,S006917,U04163,2025-06-29T12:59:36,1249.29,UPI,Success,0.0
O002861,S006920,U04163,2025-03-16T11:46:36,1631.7,UPI,Success,0.0
O002862,S006921,U04164,2025-01-29T18:53:36,372.24,Card,Success,39.0
O002863,S006922,U04164,2025-05-01T17:20:36,636.81,Wallet,Success,49.0
O002864,S006923,U04165,2025-06-03T12:30:36,524.76,UPI,Success,29.0
O002865,S006925,U04165,2025-02-10T11:28:36,892.9,Card,Success,39.0
O002866,S006933,U04171,2025-02-27T07:25:36,691.56,Cash on Delivery,Success,29.0
O002867,S006934,U04172,2025-03-22T15:26:36,1277.66,UPI,Success,39.0
O002868,S006935,U04173,2025-02-04T20:17:36,935.71,UPI,Success,0.0
O002869,S006939,U04175,2025-06-26T22:19:36,699.71,UPI,Success,59.0
O002870,S006942,U04177,2025-01-12T12:42:36,1310.48,Card,Success,0.0
O002871,S006944,U04178,2025-06-09T11:12:36,570.15,UPI,Success,49.0
O002872,S006946,U04179,2025-01-28T08:58:36,369.03,Card,Success,29.0
O002873,S006948,U04180,2025-01-24T11:55:36,634.0,UPI,Success,49.0
O002874,S006949,U04181,2025-01-11T08:49:36,584.77,Card,Success,19.0
O002875,S006951,U04183,2025-03-12T09:49:36,1160.95,Card,Success,39.0
O002876,S006952,U04183,2025-04-03T07:40:36,683.19,UPI,Success,49.0
O002878,S006954,U04184,2025-02-13T10:58:36,673.54,UPI,Success,29.0
O002879,S006955,U04185,2025-04-15T14:22:36,507.24,Card,Success,59.0
O002880,S006959,U04188,2025-04-18T22:43:36,1200.72,Card,Success,29.0
O002881,S006961,U04189,2025-01-21T18:11:36,456.85,Card,Success,69.0
O002882,S006964,U04191,2025-03-16T11:48:36,1128.47,UPI,Success,0.0
